"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.comments","Answer.general","Answer.question","Answer.similar","Answer.specific","Approve","Reject"
"30OITAWPBQOEE7GAJ4W95QYU32W9HO","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3D3VGR7TA118AJ3RO2CVG1T0BDKR3B","A3TJOSEGRRDAM5","Approved","Wed May 10 06:05:49 PDT 2017","Wed May 10 06:13:27 PDT 2017","Thu May 25 06:13:27 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","458","100% (2/2)","0% (0/0)","0% (0/0)","politics","no","When I was at Whole Foods last night, there were more people watching MSNBC on their Lounge TV then were watching the game on Super Bowl Sunday!","This one kid in the deli had a Make America GRATE again T-shirt on!","Everyone I know is going crazy over the Comey Dismissal","I am soooo tired  of talking politics!"
"30OITAWPBQOEE7GAJ4W95QYU32W9HO","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3SITXWYCNWVXAATGCUXTN2D00NRXBF","A2CSV75E3JT58Y","Approved","Wed May 10 06:47:22 PDT 2017","Wed May 10 06:50:38 PDT 2017","Thu May 25 06:50:38 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","196","100% (18/18)","100% (12/12)","0% (0/0)","politics","","Many of the politicians who were so critical of Trump during the campaign quickly fell in line when he won the election because they wanted to get a Cabinet job or at least stay on his good side","You know how you can tell when a politician is lying? When his lips are moving.","politics makes my blood pressure go up when I watch the news","Politicians only care about one thing - getting re-elected or moving to a higher office because they have such cushy jobs at taxpayer expense."
"30OITAWPBQOEE7GAJ4W95QYU32W9HO","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3VHP9MDGRO6ZKTU1Q0N2SFJBE3LCF0","A31NREVPH2XDCO","Approved","Wed May 10 09:55:11 PDT 2017","Wed May 10 09:57:29 PDT 2017","Thu May 25 09:57:29 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","138","100% (3/3)","0% (0/0)","0% (0/0)","politics","","I began to dislike talking politics with friends as early as Grade 7.","I can quickly find out if I like someone or not based on their political views, haha...","Yikes-- maybe politics in history, instead of current politics.","I find that I don't truly enjoy discussing or debating opposing political views with others."
"31HLTCK4BLGYBIY22ZJNC8BQFU2GVC","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","37QW5D2ZRH86CV9AF87WXS67D0G8SR","A3DSAIFZ7KJPO1","Approved","Tue May 09 20:27:12 PDT 2017","Tue May 09 20:34:37 PDT 2017","Wed May 24 20:34:37 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","445","100% (1/1)","0% (0/0)","0% (0/0)","fashion","","I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","Fashonista hipsters are just people in skinny jeans drinking Pabst beer.","I think fashion trends are set by the industry, not as a creative outlet, but as a way to earn a profit from the masses.","A lot of the clothes and accessories we buy are made by children in sweatshops."
"31HLTCK4BLGYBIY22ZJNC8BQFU2GVC","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3LKC68YZ3BP244DZ6U6TR3ZSYK5WOQ","A2CSV75E3JT58Y","Approved","Wed May 10 06:51:41 PDT 2017","Wed May 10 06:55:28 PDT 2017","Thu May 25 06:55:28 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","227","100% (18/18)","100% (12/12)","0% (0/0)","fashion","","The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions","You know the old joke about fashion.  If you don't like this season's designs wait about 15 minutes and you will have something new to waste your money on","I don't pay much attention to the latest fashion trends","Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them"
"31HLTCK4BLGYBIY22ZJNC8BQFU2GVC","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3MB8LZR5BGF33JGL4O7YBB13G64KLA","A2XDTFD9AEM144","Approved","Tue May 09 21:58:20 PDT 2017","Tue May 09 22:04:06 PDT 2017","Wed May 24 22:04:06 PDT 2017","Wed May 10 11:37:25 PDT 2017","","","346","100% (3/3)","0% (0/0)","0% (0/0)","fashion","None","I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.","Anything's better than wearing a potato sack!","I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.","Fashions change very often."
"3LN3BXKGC0GBQ7Y7S9OJYAU4M34GWM","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","32VNZTT0A8QTSFMVOGHEQ6L6PDI4RB","A2CSV75E3JT58Y","Approved","Wed May 10 06:12:24 PDT 2017","Wed May 10 06:15:59 PDT 2017","Thu May 25 06:15:59 PDT 2017","Wed May 10 11:37:26 PDT 2017","","","215","100% (18/18)","100% (12/12)","0% (0/0)","entertainment","","every time there is a new movie to be promoted the stars make the rounds on these shows.  I saw Goldie Hawn and Amy Schumer on one of these shows last nights and you could tell they were doing  this marketing only because it was in their deal when they sign on to do the move.","The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the ""stars"" seemed embarrassed like they only did the movie for the money","there is too much entertainment news on tv nowadays","the entertainment news programs are like p.r. machines for hollywood"
"3LN3BXKGC0GBQ7Y7S9OJYAU4M34GWM","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3DIP6YHAPDE52C4SEDNR8B2SC99E8Y","A2XDTFD9AEM144","Approved","Tue May 09 22:07:23 PDT 2017","Tue May 09 22:19:27 PDT 2017","Wed May 24 22:19:27 PDT 2017","Wed May 10 11:37:26 PDT 2017","","","724","100% (3/3)","0% (0/0)","0% (0/0)","entertainment","","Most of my first dates have been to the movie theater. It's a great conversation starter and gives you something to discuss for a while afterwards.","When I was eight months pregnant, we went to the movies and I had to waddle up and down the stairs to the restroom at least five times.","I love all types of entertainment, but my favorite is going to the movies.","Seeing actors in different roles is very interesting to me."
"3LN3BXKGC0GBQ7Y7S9OJYAU4M34GWM","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3U5JL4WY5LVDPB87XFN6FO7UQVZX4Y","A31NREVPH2XDCO","Approved","Wed May 10 09:49:10 PDT 2017","Wed May 10 09:55:07 PDT 2017","Thu May 25 09:55:07 PDT 2017","Wed May 10 11:37:26 PDT 2017","","","357","100% (3/3)","0% (0/0)","0% (0/0)","entertainment","No, but it's a cool HIT","My first concert was Duran Duran in 1982, Stevie Ray Vaughan opened for them.","Needless to say the Duran Duran audience was yawning during Vaughan's opening act.","I really love live concerts, mostly rock bands.","But these days, concert tickets can be so expensive, if you can even get any in time that the go on sale online."
"3R5LWXWHR0TQF73X2EK50T8BV5AGXF","37AIU3VBY8A1UOKUCHJYJDFA4SLRXU","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Tue May 09 18:15:45 PDT 2017","3","BatchId:2797482;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 16 18:15:45 PDT 2017","","","3AAPLD8UCD30K6NI7C6SKAVSI33TH1","A2CSV75E3JT58Y","Approved","Wed May 10 06:23:22 PDT 2017","Wed May 10 06:28:32 PDT 2017","Thu May 25 06:28:32 PDT 2017","Wed May 10 11:37:26 PDT 2017","","","310","100% (18/18)","100% (12/12)","0% (0/0)","technology","","One of the biggest events in history, the D-Day invasion, was planned in secret by Gen. Eisenhower and his staff using only file cards and it saved the world from the Nazis","If computers had been in charge of the D-Day invasion the Nazis would have hacked them and known about it in advance and we might all be speaking German right now.","Technology is important but it seems like it runs our lives nowadays rather than the other way around","The world got along fine before the internet and smart phones and computers and there was less stress in the workplace because technology has replaced many jobs"
