"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.HITTYPE_ID_level2","Input.WORKER_ID_level1","Input.WORKER_ID_level2","Input.Dialogueacts_level1","Input.Dialogueacts_level2","Input.slot0","Input.slot1","Input.slot2","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"36GJS3V78VBPKNY8LA549K0WMD1JGE","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","32SVAV9L3GVGB2HAMRQ9LB4QF7K3A3","A3MDIA7JN82PF","Submitted","Sun May 21 16:43:20 PDT 2017","Sun May 21 16:46:37 PDT 2017","Mon Jun 05 16:46:37 PDT 2017","","","","197","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1R3MNDWBBDZ6L","A2NG1ZF8G87UDY","Answer.positive","Answer.change","I really enjoy the new ""Sherlock.""","I love it! It's such a thrilling mystery series.","I loved it, but I liked Martin Freeman more in The Hobbit!","Did you know Cumberbatch was in the Hobbit too? He's just in an animated role, so his voice is different. I think it's the first time I've seen him in animated role.","","Yes, he is such a great actor it's nice to see him in a non-sidekick role. As Bilbo, he is so humble but strong.","He is a great actor overall. I liked him in Sherlock and the Hobbit. He's sarcastic and witty in different ways in each film he does.","Martin is hilarious, even in the British version of the office, which is saying something."
"3U74KRR67M6P8IBZK8W31AW2LRETN1","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","3ZGVPD4G6U3MBRNCDYCZKHZXIRYZTB","A8MFZOKZ7DV0X","Submitted","Sun May 21 13:11:58 PDT 2017","Sun May 21 13:16:07 PDT 2017","Mon Jun 05 13:16:07 PDT 2017","","","","249","100% (17/17)","100% (17/17)","100% (3/3)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1R3MNDWBBDZ6L","A2NG1ZF8G87UDY","Answer.positive","Answer.continuation","I really enjoy the new ""Sherlock.""","I love it! It's such a thrilling mystery series.","I was really excited that Moffatt wrote so much of the fourth series.","I like Robert Downey Jr, and he's awesome in Iron Man, you seen that?","NA","yea, it's an awesome movie. I really am looking forward to another one.","Robert Downey Jr, is the best Sherlock, hands down.","Eventhough Watson could been alot better if I was playing the role."
"38EHZ67RIMDFLV4TO7IWPCSDQ7WGMF","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","38JBBYETQPW4JBHQ2AXERZMNEM94EF","APF1EAZT104LQ","Submitted","Sun May 21 13:11:48 PDT 2017","Sun May 21 13:19:11 PDT 2017","Mon Jun 05 13:19:11 PDT 2017","","","","443","100% (1/1)","100% (1/1)","100% (1/1)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","Answer.negative","Answer.continuation","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","No way! Michael Scott in the American version is amazing. Steve Carrel's timing in that show is insanely good. He took dry comedy to an entirely new level.","Do you like that old show Dinosaurs? That one is way better.","","Look, I just don't like the American version. It does not have good humor and that Jim guy looks at the camera too much.","Jim is not a good character. He takes up a lot of the show and he is a bad actor.","I'd get more humor out of working at a real office."
"3AQN9REUTF1C3SJG5K5ZDMCNMPUDYS","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","3EG49X351VYR4YCLG3GLCMR8QJR6XC","A214JTAHTAWUKA","Submitted","Sun May 21 13:59:08 PDT 2017","Sun May 21 14:04:19 PDT 2017","Mon Jun 05 14:04:19 PDT 2017","","","","311","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","Answer.negative","Answer.elaboration","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Plus, how can you not like the Jim and Pam romance? Jim waits on her for so long, it's practically a decade in TV years. The pacing on that show was great.","I like the slow pacing of sitcoms sometimes, you know? When they take their time with a will they or wont they relationship? The kind that keep me wondering for more than two episodes.","na","The two really have similar, but different types of comedy. The  american version really played up the comedic romance, while the UK was more the dull, but funny, dry British humor. I like the differences is, and the fact they both had a variety of real life comedy.","I think it was great how they turned the everyday in to wacky, but somehow still made it believable. I could relate to the lives of both the sets of characters. The boring to the extraordinary, really similar to real life. But far enough out there to be entertainment. The characters really develop well, but not so much it is not believable.","I too have SO many work pals that have huge beet farms."
"3K2CEDRACBMJQ0QZ87H3OV72G14TM1","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","3ZDAD0O1T2ZX6WNXCGOENWJMAR1TX9","A18SEIIWQWLKHT","Submitted","Sun May 21 13:49:39 PDT 2017","Sun May 21 13:52:01 PDT 2017","Mon Jun 05 13:52:01 PDT 2017","","","","142","100% (65/65)","100% (65/65)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","Answer.negative","Answer.joking_sarcastic","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Plus, Dwight was such a helpful guy. He was always so supportive of everyone else. It was heartwarming.","I really haven't seen the Office but I know it's really good, it's been recommended to me by a lot of people. I have to watch that and a lot of other shows soon!","","Yeah, he was a nice guy, but I do still prefer the UK version.","Yeah, he was a really nice guy, he was probably my favorite character in the whole series.","Yeah, it was so supportive how he stabbed that woman in the chest at the coffee machine."
"306W7JMRYYJ49PUEEKGZJJ0LQPFB85","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","33CID57105FX7L8EJIFZUPK19JEL3Y","ASI2B6A3Y556Z","Submitted","Sun May 21 13:31:32 PDT 2017","Sun May 21 14:13:42 PDT 2017","Mon Jun 05 14:13:42 PDT 2017","","","","2530","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1R3MNDWBBDZ6L","A3V2JWQYW8C3MP","Answer.negative","Answer.continuation","I prefer the Amercian verision of ""The Office.""","Personally, I think it pales in comparison to the original British version, which had far smarter comedy and better writing!","That's just objectively untrue! The American version is so, so funny-- honestly some of the best TV writing I've ever seen. Especially the character of Michael Scott.","Steve Carrell is a comic genius for sure.  Did you see him in the ""Big Short"".  I thought that movie was great because it made understanding the financial crisis seem simple while still managing to be funny.  No small feat.","","Well there is no denying that the Michael Scott character was hilarious.  He was probably the best part of the show. I love the line where he says he not superstitious just a little stitious.","Michael Scott was great, but do you remember the last season?  It just wasn't the same with Andy Bernard as the boss.  I think they should have ended the show when Michael Scott left.  Then at least they would have went out on a high note.","""Would I rather be feared or loved? Easy, both. I want people to be afraid of how much they love me."""
"33BFF6QPI1WAWVMJXUHZFG5VK45W3E","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","3Z3ZLGNNSJG8YIORBNNVBBJVJP23Q6","A18SEIIWQWLKHT","Submitted","Sun May 21 13:42:39 PDT 2017","Sun May 21 13:44:59 PDT 2017","Mon Jun 05 13:44:59 PDT 2017","","","","140","100% (65/65)","100% (65/65)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A34QZDSTKZ3JO9","A2U428OWVKB5LJ","Answer.positive","Answer.change","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?","I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.","No","There actually is a sequel to the butterfly effect.","Ashton Kutcher seems to be doing well, he seems happy, but it's really hard to say because we'll never know how he really feels in his personal life.","Do you mean Ashton Kutcher, or his character? His character isn't real! He's not doing anything!"
"3S37Y8CWI8LVER5NX8MIPLX1Y41W4Z","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","30LSNF239VH6W24PUF4HJZNHM1KI26","ASI2B6A3Y556Z","Submitted","Sun May 21 13:29:34 PDT 2017","Sun May 21 13:58:01 PDT 2017","Mon Jun 05 13:58:01 PDT 2017","","","","1707","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A34QZDSTKZ3JO9","A2U428OWVKB5LJ","Answer.positive","Answer.elaboration","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","I agree ""Groundhog Day"" was definitely better.  I love almost anything with Bill Murray though. I think Lost in Translation is my favorite.  How about you?","","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.","You mean you didn't find the assassin plot to be light and fun?"
"3CO05SML7VQ97760FDPAQJZ7PD6R0B","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:31 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:31 PDT 2017","","","33NF62TLXKOX8TSL13VLVWOBGGVJK5","A18SEIIWQWLKHT","Submitted","Sun May 21 13:47:24 PDT 2017","Sun May 21 13:49:39 PDT 2017","Mon Jun 05 13:49:39 PDT 2017","","","","135","100% (65/65)","100% (65/65)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A5N6QK76RTR7R","A3V2JWQYW8C3MP","Answer.TalkMore","Answer.change","I just could not get into ""Lost.""","What do you think would be really a great idea for a show that got people moving in a more socially conscious direction?","I mean recently! It would fit perfectly on Netflix-- have you seen the kinds of shows they're putting out lately? All so high quality. I think they've really changed the face of television.","Answer my question. What would be a good idea for a show that would get people moving in a more socially conscious direction?","No","I agree, I think that cable and traditional television are on their way out.","Right! Orange is the New Black, Stranger Things, Fuller House,... all wonderful shows that are, in my opinion, better than anything on TV right now.","The ""face"" of television... get it? Because TV shows are an arrangement of faces? Haha!"
"3BAKUKE49HX9EWRIBWTA4OIHU5CR1E","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 13:05:32 PDT 2017","1","BatchId:2810442;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 13:05:32 PDT 2017","","","39RP059MEIFMGYUCYNVKCLX2XGIBMI","A18SEIIWQWLKHT","Submitted","Sun May 21 13:52:02 PDT 2017","Sun May 21 13:53:58 PDT 2017","Mon Jun 05 13:53:58 PDT 2017","","","","116","100% (65/65)","100% (65/65)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A5N6QK76RTR7R","A1L3937MY09J3I","Answer.negative","Answer.joking_sarcastic","I just could not get into ""Lost.""","But on the whole I didn't like it because it just seemed like a lot of trumped up drama, if you know what I mean.","So, basically what you're telling me is that it was so confusing drama you got ""lost""?","I get lost on all shows like that -- Survivor, for example.","No","Haha, yes exactly! I had to focus too much.","I really did, at least in my mind! Watching all these people on an island with all these different relationships to each other just got to be too much to deal with.","Yeah, I ""lost"" watching Lost because I got lost!"
