"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.HITTYPE_ID_level2","Input.HITTYPE_ID_level3","Input.WORKER_ID_level1","Input.WORKER_ID_level2","Input.WORKER_ID_level3","Input.Dialogueacts_level1","Input.Dialogueacts_level2","Input.Dialogueacts_level3","Input.slot0","Input.slot1","Input.slot2","Input.slot3","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"3ZRKL6Z1E8OIJQHY84EI1LRJIXTSGK","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","3PM8NZGV8Z2KEGV5VCUJIR8ZQU8QXI","AQ0WOHTR9PHO5","Submitted","Tue May 23 04:10:50 PDT 2017","Tue May 23 04:15:04 PDT 2017","Wed Jun 07 04:15:04 PDT 2017","","","","254","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1R3MNDWBBDZ6L","A2NG1ZF8G87UDY","A3MDIA7JN82PF","Answer.positive","Answer.change","Answer.change","I really enjoy the new ""Sherlock.""","I love it! It's such a thrilling mystery series.","I loved it, but I liked Martin Freeman more in The Hobbit!","Did you know Cumberbatch was in the Hobbit too? He's just in an animated role, so his voice is different. I think it's the first time I've seen him in animated role.","A lot of actors are getting into animated roles now, the best in my opinion is Andy Serkis. He is the actor who did Gollum in the Lord of The Rings.","","Wait, which animated character did he do in the hobbit?","He is such an amazing actor, if you take a look at his serious roles, like in the Imitation game you realize how amazing he is","He kind of looked like Smaug as well !"
"3AFT28WXLFNHHPV0RBXC2SUY0LIIO5","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","3AWETUDC93EW2D71JMDV6AXO7JIIZV","A214JTAHTAWUKA","Submitted","Mon May 22 23:09:48 PDT 2017","Mon May 22 23:14:20 PDT 2017","Tue Jun 06 23:14:20 PDT 2017","","","","272","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","A214JTAHTAWUKA","Answer.negative","Answer.elaboration","Answer.change","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Plus, how can you not like the Jim and Pam romance? Jim waits on her for so long, it's practically a decade in TV years. The pacing on that show was great.","I like the slow pacing of sitcoms sometimes, you know? When they take their time with a will they or wont they relationship? The kind that keep me wondering for more than two episodes.","I hate when I am let down by the ending of it all though. Like HIMYM, I gave so much time to that show. Just to be let down by how it all ended up.","na","The slow pacing of romance really gets me into the show, or at least the romance aspect on sitcoms. It makes the rest of it seem more meaningful, I feel more like I am a part of their world if I have to wonder a bit.","I like when the tension really builds. In the romance department, or just in general. A slow burn of the plot, but not so slow I lose interest in the series as a whole, you know?","Oh, you want the creators to know EXACTLY what you want them to do?"
"3H6W48L9F4AH3KR6VSE6SJ8WP1CPW0","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","33CUSNVVNOYOTBU11A1RG1665EC88E","A214JTAHTAWUKA","Submitted","Mon May 22 23:45:53 PDT 2017","Mon May 22 23:48:57 PDT 2017","Tue Jun 06 23:48:57 PDT 2017","","","","184","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","A214JTAHTAWUKA","Answer.negative","Answer.elaboration","Answer.continuation","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Plus, how can you not like the Jim and Pam romance? Jim waits on her for so long, it's practically a decade in TV years. The pacing on that show was great.","The two really have similar, but different types of comedy. The  american version really played up the comedic romance, while the UK was more the dull, but funny, dry British humor. I like the differences is, and the fact they both had a variety of real life comedy.","Some of the comedies even play on the fact they do not think they are that funny, sort of hitting the fourth wall of comedy.","na","I like the contrast of humor in the two. They somehow compliment one another, maybe I can enjoy them both.","I like the weird off dry humor British shows have,the sort of self aware kind. Self deprecating.","I do love to watch others that do not like themselves"
"3BAWBGQGYLKFIPN19WFT6VYXIY4V7P","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","3XIQGXAUMDUA8YQQZDLDI0R4M8WX7G","A18SEIIWQWLKHT","Submitted","Tue May 23 12:51:00 PDT 2017","Tue May 23 12:54:32 PDT 2017","Wed Jun 07 12:54:32 PDT 2017","","","","212","100% (65/65)","100% (65/65)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A3QZ0X5GCZ3H97","A2NG1ZF8G87UDY","A214JTAHTAWUKA","Answer.negative","Answer.elaboration","Answer.elaboration","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Plus, how can you not like the Jim and Pam romance? Jim waits on her for so long, it's practically a decade in TV years. The pacing on that show was great.","I think it was great how they turned the everyday in to wacky, but somehow still made it believable. I could relate to the lives of both the sets of characters. The boring to the extraordinary, really similar to real life. But far enough out there to be entertainment. The characters really develop well, but not so much it is not believable.","So do you still feel the UK version is better? I like the humor in both of them but the American version is just more up my ally.","No","Exactly! It's something that most of us can relate to and gives some comic relief to our stressful day-to-day life.","Yeah, it just makes it seem like life isn't so bad after all if we can just find some humor, and the romance is sooooo addictive.","Yes, because office work is totally ""extradordinary""... those water cooler conversations, whew!"
"3DW3BNF1GH3JI3SKJ17ZKVUSTIAV8C","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","34X6J5FLPUKJJWQGE8FIRI0KG14JQ9","A214JTAHTAWUKA","Submitted","Tue May 23 14:17:28 PDT 2017","Tue May 23 14:19:39 PDT 2017","Wed Jun 07 14:19:39 PDT 2017","","","","131","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1R3MNDWBBDZ6L","A3V2JWQYW8C3MP","ASI2B6A3Y556Z","Answer.negative","Answer.continuation","Answer.change","I prefer the Amercian verision of ""The Office.""","Personally, I think it pales in comparison to the original British version, which had far smarter comedy and better writing!","That's just objectively untrue! The American version is so, so funny-- honestly some of the best TV writing I've ever seen. Especially the character of Michael Scott.","Steve Carrell is a comic genius for sure.  Did you see him in the ""Big Short"".  I thought that movie was great because it made understanding the financial crisis seem simple while still managing to be funny.  No small feat.","My favorite actors are the ones that I can get confused by, with their work and personal life. Kevin Spacey, I do not know anything about him, he could be the any of the people he has played and I would believe it.","na","They are both really funny. The big short really showed his comedic style well.","He plays a hapless sort of manager well. I like that he is not afraid to keep taking roles that are kind of similar.","They are not roles. There is no Steve Carrell. Only Micheal Scott, posing as an actor."
"3Z33IC0JC07JW8BUOTDDKRP3DOSV91","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","37KGEN7NJ4CU5VSZ985DO9WMJY7PPU","A214JTAHTAWUKA","Submitted","Mon May 22 23:14:23 PDT 2017","Mon May 22 23:18:00 PDT 2017","Tue Jun 06 23:18:00 PDT 2017","","","","217","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1R3MNDWBBDZ6L","A3V2JWQYW8C3MP","ASI2B6A3Y556Z","Answer.negative","Answer.continuation","Answer.continuation","I prefer the Amercian verision of ""The Office.""","Personally, I think it pales in comparison to the original British version, which had far smarter comedy and better writing!","That's just objectively untrue! The American version is so, so funny-- honestly some of the best TV writing I've ever seen. Especially the character of Michael Scott.","Well there is no denying that the Michael Scott character was hilarious.  He was probably the best part of the show. I love the line where he says he not superstitious just a little stitious.","I love the whole irreverent comedy genre. The real life kind, mixed with just a bit of whacky. Like community, or Parks and Rec. Things I could see happening in real life, just a little more out there.","na","They are both really good in their own rights. I love Michael Scott, he always had the wrong thing to say at the right moment to make you laugh your socks off.","I think the comedic timing of both those shows was really what made them so good and so funny.There was always a good pacing to them. The jokes were played out in the right timing, never really over or under done. They both always seemed to turn the comedy back into itself somehow.","Oh, how the turn tables"
"32XN26MTXZ4Y49BNATSE47Q8JMWL0W","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","351SEKWQS13FVVSWCJMQ7BL21GJMDK","A214JTAHTAWUKA","Submitted","Tue May 23 13:00:58 PDT 2017","Tue May 23 13:03:36 PDT 2017","Wed Jun 07 13:03:36 PDT 2017","","","","158","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1R3MNDWBBDZ6L","A3V2JWQYW8C3MP","ASI2B6A3Y556Z","Answer.negative","Answer.continuation","Answer.elaboration","I prefer the Amercian verision of ""The Office.""","Personally, I think it pales in comparison to the original British version, which had far smarter comedy and better writing!","That's just objectively untrue! The American version is so, so funny-- honestly some of the best TV writing I've ever seen. Especially the character of Michael Scott.","Michael Scott was great, but do you remember the last season?  It just wasn't the same with Andy Bernard as the boss.  I think they should have ended the show when Michael Scott left.  Then at least they would have went out on a high note.","I hate when shoes go off on silly tangents just to keep making money from viewers. I like shows to end strong.","na","They are both good, and relied heavily on the humor of the ""boss"", in both. It really changed feel when Andy was the boss.","It felt like they pushed it too far. I hate when series should and but they do not, like they just try to keep going even when the plot has run out.","When they jump the shark, or in the case of the Office, jump the Micheal Scott."
"3R0WOCG21MUVMJZBVJ8AA16AQ2YDUB","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","32SCWG5HIIQMVPAUUC64I955PZ0P6K","A214JTAHTAWUKA","Submitted","Tue May 23 14:21:46 PDT 2017","Tue May 23 14:24:10 PDT 2017","Wed Jun 07 14:24:10 PDT 2017","","","","144","100% (32/32)","100% (32/32)","100% (10/10)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A34QZDSTKZ3JO9","A2U428OWVKB5LJ","A18SEIIWQWLKHT","Answer.positive","Answer.change","Answer.change","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?","I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.","Time travel can open up really fresh plots, but it can also allow for really cheesy and overly easy to conclude ones too.","na","A lot of movies and shows really twist the effects of time travel to their liking. Sometimes its a pocket universe, sometimes they just ruin everything.","I think the repeat time lines are the most effective. Like the episode of Supernatural, or even groundhogs day. They give a chance to learn , with no lasting consequence.","I think Dean and his missing shoe would disagree."
"32L724R85L5Z2P716BARRSZOAQEIPM","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","3X66WABAJX4HLTUD8RIJHXFTDBZ3GZ","A3HIO96PK1JA03","Submitted","Tue May 23 00:01:42 PDT 2017","Tue May 23 00:19:20 PDT 2017","Wed Jun 07 00:19:20 PDT 2017","","","","1058","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A34QZDSTKZ3JO9","A2U428OWVKB5LJ","ASI2B6A3Y556Z","Answer.positive","Answer.elaboration","Answer.change","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","I agree ""Groundhog Day"" was definitely better.  I love almost anything with Bill Murray though. I think Lost in Translation is my favorite.  How about you?","Action movies are what I can't get enough of . Makes my hesrt rsce.","no","For me it has to be Stripes. Such a masterpiece","I think it's more about how the story is developed rather than how Bill plays his role.","How do completely grown people buy any of it though?"
"31J7RYECZLBYBYW56CWEIC9IOE2L1Z","3AKE04YHPONDAP66HUVP2UTFPJNZH4","Continue the Conversation Step 4","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Mon May 22 22:17:57 PDT 2017","1","BatchId:2812088;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 29 22:17:57 PDT 2017","","","3B2X28YI3X1KRV9KB7O3NP0G7RGB67","A16PO1YMZ8IBQA","Submitted","Tue May 23 08:02:37 PDT 2017","Tue May 23 08:33:50 PDT 2017","Wed Jun 07 08:33:50 PDT 2017","","","","1873","100% (5/5)","100% (5/5)","100% (5/5)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A34QZDSTKZ3JO9","A2U428OWVKB5LJ","ASI2B6A3Y556Z","Answer.positive","Answer.elaboration","Answer.continuation","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","I feel like I do the same things on some days, De Ja Vu almost, like that movie. You ever have that happen?","","I enjoyed the latest repeater film, I think it was, ""Miss Perigrine's Home for Peculiar Children.""","These kind of films are always interesting, on the edge of your seat kind of films. You keep thinking something is going to change, and you hope it does, but if never seems to help!","Whew, on any given day, I don't know if I'd want to repeat everything. Could you imagine having this conversation every day!"
