"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.WORKER_ID_level1","Input.Dialogueacts_level1","Input.slot0","Input.slot1","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"3N5YJ55YXGOKTMCQE85M656AX1OANQ","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3ZSANO2JCGTFRAJXNMD27KNT43IFS6","A2NG1ZF8G87UDY","Approved","Sun May 21 07:30:28 PDT 2017","Sun May 21 07:34:37 PDT 2017","Mon Jun 05 07:34:37 PDT 2017","Sun May 21 20:25:09 PDT 2017","","","249","100% (4/4)","100% (4/4)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.positive","I really enjoy the new ""Sherlock.""","I love it! It's such a thrilling mystery series.","I loved it, but I liked Martin Freeman more in The Hobbit!","I could do these all day. Are you running these as a batch or as a single submission per turker? The instructions don't say which is preferred.","I was really excited that Moffatt wrote so much of the fourth series.","Of course Mark Gatiss always makes everything he writes so much fun and I loved the fat suit in the last season!","Of course, since Moffatt wrote the series, everything you love dies multiple times."
"3RSBJ6YZECBX7YTAQ3RRZVH6KR6FON","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","37U1UTWH9W8UBG9X0J7R7I1BVXN8RV","A2NG1ZF8G87UDY","Approved","Sun May 21 07:44:16 PDT 2017","Sun May 21 07:48:20 PDT 2017","Mon Jun 05 07:48:20 PDT 2017","Sun May 21 20:25:10 PDT 2017","","","244","100% (4/4)","100% (4/4)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A3QZ0X5GCZ3H97","Answer.negative","I prefer the Amercian verision of ""The Office.""","I did not like the American version. It did not have the same witty humor as the UK version","Did you see John Krasinski in 13 hours? He got really buff. Plus that was an amazing movie.","","No way! Michael Scott in the American version is amazing. Steve Carrel's timing in that show is insanely good. He took dry comedy to an entirely new level.","Plus, how can you not like the Jim and Pam romance? Jim waits on her for so long, it's practically a decade in TV years. The pacing on that show was great.","Plus, Dwight was such a helpful guy. He was always so supportive of everyone else. It was heartwarming."
"3VGZ74AYTG12C9S2BIOIMGN1WSNCGM","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3Q8GYXHFEQO7IW1CKOAT63SYT6KC5S","A3V2JWQYW8C3MP","Approved","Sun May 21 08:45:13 PDT 2017","Sun May 21 08:51:37 PDT 2017","Mon Jun 05 08:51:37 PDT 2017","Sun May 21 20:25:11 PDT 2017","","","384","100% (7/7)","100% (7/7)","100% (7/7)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.negative","I prefer the Amercian verision of ""The Office.""","Personally, I think it pales in comparison to the original British version, which had far smarter comedy and better writing!","I don't think it was the most popular TV show in America! But anyway, let's not argue more about this, what are other sitcoms that you like?","","That's just objectively untrue! The American version is so, so funny-- honestly some of the best TV writing I've ever seen. Especially the character of Michael Scott.","That's so ridiculous to me, it's so obviously just a cheap knockoff of the original, and no one here understands that.","Yeah, that's why it was the most popular TV show in America for a decade, uh huh."
"3UYRNV2KITK6AYJBHAL8AE0F7DON8Z","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3AUQQEL7U6F4MYLBEZZMF0KWX5O0VT","A3PRQ2GSU42718","Approved","Sun May 21 07:43:30 PDT 2017","Sun May 21 08:14:45 PDT 2017","Mon Jun 05 08:14:45 PDT 2017","Sun May 21 20:25:10 PDT 2017","","","1875","100% (7/7)","100% (7/7)","100% (7/7)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.TalkMore","I laughed so hard watching ""Airplane"" even though some of those jokes were just stupid.","What do you think is the stupidest but funniest film you have ever seen?","Talk about stupid, how about these late night comedians whose jokes are only funny if you're a left wing fool like them?","NA","Maybe ""The Big Bus""...there's this scene on the bus, it's like a bar room brawl, and this guy smashes the top of a milk carton he's drinking to use as a weapon...","I guess comedy and stupidity go together well. The Three Stooges made a career out of it.","Do you remember Lloyd Thaxton when he took a poster of Sammy Davis, Jr. with a hole where his mouth was, and lip synced ""What Kind of Fool Am I"" through the hole?"
"36FFXPMST99HLUKGLTFR2GTJ06JHON","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3RUIQRXJBCAENPY3POJZQBEI95WLL3","A8MFZOKZ7DV0X","Approved","Sun May 21 07:06:54 PDT 2017","Sun May 21 07:10:55 PDT 2017","Mon Jun 05 07:10:55 PDT 2017","Sun May 21 20:25:07 PDT 2017","","","241","100% (17/17)","100% (17/17)","100% (3/3)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.negative","I laughed so hard watching ""Airplane"" even though some of those jokes were just stupid.","But you're right some of the scenes are so over the top.","Now if you wanna watch a funny movie, watch 'The 40 Year Old Virgin'","","I never really thought that movie was that funny honestly.","and they made a sequel to that movie as well.","I guess they can make a sequel to anything."
"3G5RUKN2ECO6O32LM2RMAAVQRJ6N9O","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3MAOD8E57RWZBJIDFK22EXDUL96XN3","A3PRQ2GSU42718","Approved","Sun May 21 07:35:51 PDT 2017","Sun May 21 07:41:24 PDT 2017","Mon Jun 05 07:41:24 PDT 2017","Sun May 21 20:25:08 PDT 2017","","","333","100% (7/7)","100% (7/7)","100% (7/7)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.rhetorical","I laughed so hard watching ""Airplane"" even though some of those jokes were just stupid.","It makes you wonder some times, can this film get more stupid?","What's the craziest thing you've seen on an airplane?","NA","Who was it who said ""You can never underestimate the stupidity of the American public""?","I wonder why adults love such silly movies. Are we still kids at heart, or just immature?","I mean, I've seen some crazy things on planes, but nothing close to that movie."
"3IVKZBIBJ0UWJMC9SAW0ML3KXVMSHV","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3QXNC7EIPJH6PR88BYUQNIVZ6D490L","A2U428OWVKB5LJ","Approved","Sun May 21 07:13:51 PDT 2017","Sun May 21 07:24:42 PDT 2017","Mon Jun 05 07:24:42 PDT 2017","Sun May 21 20:25:08 PDT 2017","","","651","100% (1/1)","100% (1/1)","100% (1/1)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A34QZDSTKZ3JO9","Answer.positive","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I think you are right.  I even saw an episode of Supernatural used the theme.","What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?","Yes, it was fun.","Oh, that episode of Supernatural with Sam reliving Dean's death over and over?","Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Haven't we talked about this before? Are we repeating the same conversation over and over?"
"3I7KR83SNAY5GXHIPPZ6IIEMXO1K9G","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3DY46V3X3Q4MJBSX5ENLSXMO1PX55C","A2NG1ZF8G87UDY","Approved","Sun May 21 07:36:47 PDT 2017","Sun May 21 07:40:13 PDT 2017","Mon Jun 05 07:40:13 PDT 2017","Sun May 21 20:25:08 PDT 2017","","","206","100% (4/4)","100% (4/4)","100% (4/4)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A34QZDSTKZ3JO9","Answer.rhetorical","I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""","I really love Bill Murray though. I love everything he's done in Wes Anderson's movies. He was amazing in The Royal Tenenbaums.","","Do you really think that ""de ja vu"" movies are a genre? I actually can't think of any others.","I think it's an interesting gimmick and it's a classic comedy, but I don't think it launched an entirely new genre of film.","Unless creepy marsupial like props are a film genre all on their own. I can't really think of any other films like that either."
"3JU8CV4BRLX9YBI446NWBPVAMXTPO0","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:42 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:42 PDT 2017","","","3TPWUS5F8AN1VFGWGPX2W35BD3NWCS","A3V2JWQYW8C3MP","Approved","Sun May 21 08:38:20 PDT 2017","Sun May 21 08:42:32 PDT 2017","Mon Jun 05 08:42:32 PDT 2017","Sun May 21 20:25:09 PDT 2017","","","252","100% (7/7)","100% (7/7)","100% (7/7)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.TalkMore","I just could not get into ""Lost.""","What do you think would be really a great idea for a show that got people moving in a more socially conscious direction?","I mean recently! It would fit perfectly on Netflix-- have you seen the kinds of shows they're putting out lately? All so high quality. I think they've really changed the face of television.","","I would love to see a show about being gay like, fifty years ago. That would be so interesting.","True. Don't they have something like that already? I feel like they already should, right?","Yeah, sure, we know how socially aware and accepting of that people were in the 50s!"
"3Y40HMYLL139KP4SMJ9M48926IQUX6","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Sun May 21 05:45:43 PDT 2017","1","BatchId:2810224;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 05:45:43 PDT 2017","","","3UN61F00HXBBOYQV2L0OVYRKT7M5RQ","A1L3937MY09J3I","Approved","Sun May 21 07:43:33 PDT 2017","Sun May 21 07:47:20 PDT 2017","Mon Jun 05 07:47:20 PDT 2017","Sun May 21 20:25:11 PDT 2017","","","227","100% (2/2)","100% (2/2)","100% (2/2)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.negative","I just could not get into ""Lost.""","But on the whole I didn't like it because it just seemed like a lot of trumped up drama, if you know what I mean.","It's still better than most any of the reality TV shows that are on today.","No","I wasn't able to make it through the entire first season before I gave up on that show.","Yes, from the weird shadow monster to why the plane crashed, it was all more over the top than necessary.","So, basically what you're telling me is that it was so confusing drama you got ""lost""?"
