"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.TalkMore","Answer.comments","Answer.negative","Answer.positive","Answer.rhetorical","Approve","Reject"
"3ICOHX7ENCWKY31VT75ARC0O8KO0E5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","345LHZDEDYE0QBV8SW70LCGKILGU3S","A1R3MNDWBBDZ6L","Approved","Thu May 11 08:19:14 PDT 2017","Thu May 11 08:27:49 PDT 2017","Fri May 26 08:27:49 PDT 2017","Thu May 11 22:09:24 PDT 2017","","","515","100% (169/169)","100% (169/169)","100% (44/44)","I really enjoyed the latest ""Star Wars"" movie.","I did too! Who was your favorite character in it?","no","Eh, it's just derivative of Star Trek. No thanks.","I love Star Wars! They shaped my childhood.","Who doesn't love an epic space opera?"
"3ICOHX7ENCWKY31VT75ARC0O8KO0E5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","3M23Y66PO3TJ8HQMMTAYDEAG7DTS68","A1PZNJFHCYYNA6","Approved","Wed May 10 20:50:14 PDT 2017","Wed May 10 20:56:46 PDT 2017","Thu May 25 20:56:46 PDT 2017","Thu May 11 22:09:24 PDT 2017","","","392","100% (3/3)","100% (3/3)","0% (0/0)","I really enjoyed the latest ""Star Wars"" movie.","Oh, wow. I haven't seen it yet. I liked Return of the Jedi. Do you think I'll like this one better? Does it have Jar Jar Binks in it? Why are you cringing?","It's enjoyable. Thanks.","I disagree. The acting was terrible and the ending wasn't at all believable.","I know, right? That movie was the shit. I've seen it three times already.","Who doesn't? It's the best of the entire series."
"3ICOHX7ENCWKY31VT75ARC0O8KO0E5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","3SNLUL3WO59H6FLXY2B0HYA1I73LUT","A3QZ0X5GCZ3H97","Approved","Thu May 11 07:34:54 PDT 2017","Thu May 11 07:36:48 PDT 2017","Fri May 26 07:36:48 PDT 2017","Thu May 11 22:09:25 PDT 2017","","","114","100% (15/15)","100% (15/15)","0% (0/0)","I really enjoyed the latest ""Star Wars"" movie.","Who was your favorite character? What was your favorite scene?","no","I really don't like these new Star Wars movies. They stray away from the originals.","Star Wars is one of my favorite movie franchises. I grew up with it as a kid.","Who doesn't love Star Wars?"
"3MJ9GGZYO3RO40NXSP72EH3CK3A2AW","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:01 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:01 PDT 2017","","","337RC3OW06OHJUAX3SL5DKCKXK8VL1","A3I0MR5FUOR298","Approved","Thu May 11 16:39:46 PDT 2017","Thu May 11 16:44:09 PDT 2017","Fri May 26 16:44:09 PDT 2017","Thu May 11 22:09:26 PDT 2017","","","263","100% (1/1)","100% (1/1)","0% (0/0)","I wasn't a fan of ""BreakIng Bad.""","What didn't you like about it? Did you watch more than one season or just a few episodes? Most people usually get into that show if they give it a chance.","","I agree. ""Breaking Bad"" was very over rated. It started off fairly well, but by the 2nd or 3rd season, it really went off the rails.","I thought that ""Breaking Bad"" was a ground breaking show. It really showed the personal side of the war on drugs and showed how that world can suck you in.","How can anyone watch that show? There's so much violence!"
"3MJ9GGZYO3RO40NXSP72EH3CK3A2AW","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:01 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:01 PDT 2017","","","33IZTU6J82NWRWAINGJODRN05PQSXH","A2FDPOPQ36D1I0","Approved","Thu May 11 16:50:46 PDT 2017","Thu May 11 16:56:04 PDT 2017","Fri May 26 16:56:04 PDT 2017","Thu May 11 22:09:24 PDT 2017","","","318","100% (2/2)","100% (2/2)","0% (0/0)","I wasn't a fan of ""BreakIng Bad.""","How much of it did you watch? It was a huge critical hit. What TV shows do you like instead?","NA","I wasn't a fan of Breaking Bad either. It was too dark for my tastes. And it was overhyped as well.","I LOVED Breaking Bad. The depth of the story as Walt got more and more tangled up in his business was fascinating. And the way he so slowly becomes a villain over the course of the series- at the end you're still rooting for the bad guy somehow.","Are you crazy? It was a thrilling adventure."
"3MJ9GGZYO3RO40NXSP72EH3CK3A2AW","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:01 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:01 PDT 2017","","","3FE7TXL1LJ9JD0S87N9QS1E3ATO2QD","AOHUD7WWKD2OA","Approved","Thu May 11 19:35:09 PDT 2017","Thu May 11 19:40:16 PDT 2017","Fri May 26 19:40:16 PDT 2017","Thu May 11 22:09:25 PDT 2017","","","307","100% (1/1)","100% (1/1)","0% (0/0)","I wasn't a fan of ""BreakIng Bad.""","What didn't you like about it? Did you make it past the first couple seasons? Is there anything you did like about it? What are you watching instead?","None","I didn't like it either. I found myself unable to really like Walter as a main character, and why would I watch a show with a main character I didn't like?","I really liked it. I think it picked up quite a bit after the first couple seasons, but it turned into one of the best shows I've watched.","Not really a meth person? I think it kind of glorified that lifestyle."
"33J5JKFMK6J5CYQXLLITNRN9UZVQ31","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","3GS6S824SRJKMJDN5F6GCEZN9OBNW6","A2AWBDW9V1E9KT","Approved","Thu May 11 16:43:02 PDT 2017","Thu May 11 17:42:18 PDT 2017","Fri May 26 17:42:18 PDT 2017","Thu May 11 22:09:25 PDT 2017","","","3556","100% (100/100)","100% (100/100)","0% (0/0)","I really enjoy the new ""Sherlock.""","So, are you a  Cumberbitch? Who  is your favorite character, what's your favorite ship?","NA","Sherlock is okay, I guess. But There are better series abut him.","Oh, I'd be a Cumberbitch if I had a vagina.","Isn't Sherlock the most compelling adaptation of Holmes?"
"33J5JKFMK6J5CYQXLLITNRN9UZVQ31","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","3OXV7EAXLFCFO057WE9X5624G1L63U","A1R3MNDWBBDZ6L","Approved","Thu May 11 11:01:07 PDT 2017","Thu May 11 11:01:49 PDT 2017","Fri May 26 11:01:49 PDT 2017","Thu May 11 22:09:24 PDT 2017","","","42","100% (169/169)","100% (169/169)","100% (44/44)","I really enjoy the new ""Sherlock.""","I haven't seen it. Can you tell me about it?","no","Eh, pass. It's nothing like Doyle's original Holmes.","I love it! It's such a thrilling mystery series.","Who doesn't love Sherlock?"
"33J5JKFMK6J5CYQXLLITNRN9UZVQ31","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","3WLEIWSYHP3607T5OXMWJNM2J59H2B","A12U9754DFC9Z1","Approved","Thu May 11 16:58:47 PDT 2017","Thu May 11 17:06:09 PDT 2017","Fri May 26 17:06:09 PDT 2017","Thu May 11 22:09:25 PDT 2017","","","442","100% (1/1)","100% (1/1)","0% (0/0)","I really enjoy the new ""Sherlock.""","What season are you on? Did you watch the Christmas special? What did you think of what they're doing with Mary Morstan's character?","No","I hate it. Benedict Cumberbatch is so weird looking, and Sherlock acts so smug all the time.","Sherlock is great! It's so cool how they use the original stories in a modern setting. Martin Freeman is awesome at playing John Watson, too.","Isn't the trend of rebooting established series getting cliche now? There's already like, three other shows on TV that are all ""modern Sherlock Holmes."""
"30UZJB2POHXGJC7Z1TUQPGSIY39534","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 20:34:02 PDT 2017","3","BatchId:2798842;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 20:34:02 PDT 2017","","","31N2WW6R9SCB7TYIX7C1ZCFH8ZHF3W","A5N6QK76RTR7R","Approved","Thu May 11 09:03:59 PDT 2017","Thu May 11 09:31:05 PDT 2017","Fri May 26 09:31:05 PDT 2017","Thu May 11 22:09:25 PDT 2017","","","1626","100% (415/415)","100% (415/415)","100% (56/56)","I sometimes get confused by ""How to Get Away With Murder.""","What would you say is the best made for television crime drama you've ever seen?","NA","But I think it's getting dated because their plots just don't seem to cut it anymore.","It is still a good show.","Is there anyone who needs to see another hokey ""who done it""?"
