"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.general","Answer.question","Answer.similar","Answer.specific","Approve","Reject"
"3UUIU9GZC5QLIT5TG80H7TWGSIHT50","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3DZQRBDBSM1KBY343RC06BYWX0W3SA","AX0Q8FN7BIFGI","Approved","Sat May 06 17:29:58 PDT 2017","Sat May 06 17:32:11 PDT 2017","Sun May 21 17:32:11 PDT 2017","Mon May 08 15:54:22 PDT 2017","","","133","100% (5/5)","0% (0/0)","0% (0/0)","Star Wars","It is a very imaginative movie","Do you like robotic characters?","Do you like sci-fi movies?","It was Harrison Ford's first major role."
"3UUIU9GZC5QLIT5TG80H7TWGSIHT50","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3TE3O85731UJP178K2YQXRO85LMR2A","A261NEZSEFSRQI","Approved","Sun May 07 18:53:16 PDT 2017","Sun May 07 18:56:30 PDT 2017","Mon May 22 18:56:30 PDT 2017","Mon May 08 15:54:22 PDT 2017","","","194","100% (2/2)","0% (0/0)","0% (0/0)","Star Wars","I'm not your father; but watch it!","How many people have berated you for not watching it yet?","You'll have to let me know how you feel about the difference between the older and newer ones.","It took me years and years to finally sit down and watch the series--I'm still trying to decide if it was worth it."
"35YHTYFL1GOSXI27RFD5UNBEEXBVF1","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3KYQYYSHYWT3VYD8PZ13ZFA7RHYDON","A1TEX8IRN7IEBS","Approved","Fri May 05 08:44:45 PDT 2017","Fri May 05 08:50:46 PDT 2017","Sat May 20 08:50:46 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","361","100% (1/1)","0% (0/0)","0% (0/0)","Gone With the Wind","I find the wardrobe from that decade to be very eloquent and fascinating.","Really? Did you know that Scarlett was cast after filming began?","They won 9 Academy Awards for that movie.  It then won another award in 2009 for best DVD.","I enjoy the movies form the early 1900's. The Wizard of Oz came out around the same time."
"35YHTYFL1GOSXI27RFD5UNBEEXBVF1","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3WAKVUDHUX2IRUWVU8AQYTS0M0LU75","A7TUG10LNB586","Approved","Wed May 03 04:26:41 PDT 2017","Wed May 03 04:29:25 PDT 2017","Thu May 18 04:29:25 PDT 2017","Wed May 03 13:35:20 PDT 2017","","","164","100% (27/27)","0% (0/0)","0% (0/0)","Gone With the Wind","A lot of movies from that era are still interesting.","Have you read the book, or its ""sequel?""","Gone With the Wind won a lot of Academy Awards when it came out.","Do you have any thoughts on the story's politics?"
"35YHTYFL1GOSXI27RFD5UNBEEXBVF1","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3Z7ISHFUH1H3D7VOA014TL3A01O8ZC","AX0Q8FN7BIFGI","Approved","Sat May 06 17:27:17 PDT 2017","Sat May 06 17:29:22 PDT 2017","Sun May 21 17:29:22 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","125","100% (5/5)","0% (0/0)","0% (0/0)","Gone With the Wind","It is about the South.","Is Clark Gable sexy of what?","Have you read the book?","Do you know the lead actress was bipolar?"
"337F8MIIMZY2614241TXIQOXVBQ04R","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","37WLF8U1WQCLKYDEHK1WMSJ6QXO6K5","A3AZVUQE7NIVRX","Approved","Sat May 06 20:41:22 PDT 2017","Sat May 06 20:50:23 PDT 2017","Sun May 21 20:50:23 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","541","100% (1/1)","0% (0/0)","0% (0/0)","Iron Man","Superhero movies are hit or miss. Some can be awesome, but most are CGI showcases with no plots.","Do you collect comics?","That's crazy Robert Downey Jr. from all those 80's teen movies is Iron Man. It works though with his personality.","I saw ""The Avengers"" in theaters. That is one of the greatest Marvel movies ever, and of course Iron Man is in it. You also have Captain America, Thor and Hulk. Scarlett Johansson too. I think Spider-Man is going to be in the next one."
"337F8MIIMZY2614241TXIQOXVBQ04R","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3A4TN5196L4JYPL7LQB2V0VOU2SCHW","AX0Q8FN7BIFGI","Approved","Sat May 06 17:15:27 PDT 2017","Sat May 06 17:19:37 PDT 2017","Sun May 21 17:19:37 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","250","100% (5/5)","0% (0/0)","0% (0/0)","Iron Man","I have not seen many movies with superheroes?","Have you watched any other movies taken from Marvel comics?","Do you like movies with superheroes?","Do you like Robert Downey Jr?"
"337F8MIIMZY2614241TXIQOXVBQ04R","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3FFJ6VRIL2AZ0S1BFS030BU2LRJI0D","A261NEZSEFSRQI","Approved","Sun May 07 18:44:02 PDT 2017","Sun May 07 18:52:55 PDT 2017","Mon May 22 18:52:55 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","533","100% (2/2)","0% (0/0)","0% (0/0)","Iron Man","Iron Man--the alcoholic superhero!","Iron Man--are the previews that good?  Which other super-hero movies have you checked out?","Iron Man has the personality of an average Joe--he's rather relatable.","The industry has been pumping out these comic-book movies--most have been all right."
"3GS542CVJV82YEWFI2V0GTV4YBF59D","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","33TIN5LC05W3MM4TJ65ZFAPJED1Y9Z","AX0Q8FN7BIFGI","Approved","Sat May 06 17:23:15 PDT 2017","Sat May 06 17:27:00 PDT 2017","Sun May 21 17:27:00 PDT 2017","Mon May 08 15:54:21 PDT 2017","","","225","100% (5/5)","0% (0/0)","0% (0/0)","It's a Wonderful Life","I love old movies.","Have you seen Frank Capra movies before?","Do you know it's been on TV.","I enjoyed it because it is a move about optimism."
"3PR3LXCWSFKB0XGPO8EV8CMORAOX9E","3DCJP2JIFL1L8OOXAVMFN2RKXWE3CX","Create dialog utterances that follow on from a topic","Produce utterances that dive into a topic by getting more detailed and specific about that topic in different ways","dialog, conversational agents, movies, books","$0.10","Mon May 01 21:11:03 PDT 2017","3","BatchId:2787955;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 08 21:11:03 PDT 2017","","","3AMW0RGHOEOU2AGMTTSLKKRRE0ZPNK","A3C5KFPIBYOQVX","Approved","Wed May 03 09:55:18 PDT 2017","Wed May 03 09:56:40 PDT 2017","Thu May 18 09:56:40 PDT 2017","Wed May 03 13:35:20 PDT 2017","","","82","100% (2/2)","0% (0/0)","0% (0/0)","Guardians of the Galaxy","Who's your favorite actor of all time?","Has anyone you know been to see it yet?","I haven't seen that yet either","Who's your favorite star in the movie?"
