"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.TalkMore","Answer.comments","Answer.negative","Answer.positive","Answer.rhetorical","Approve","Reject"
"3BKZLF990ZK6S1NLA6BJDLJM30RQY8","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","369J354OFEWGICHVRTGHO0RDKARG6L","AGTEND8O0BTK8","Approved","Thu May 11 16:23:02 PDT 2017","Thu May 11 16:26:30 PDT 2017","Fri May 26 16:26:30 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","208","100% (1/1)","0% (0/0)","0% (0/0)","I love walking along the beach.","Which beach is your favorite?","","The beach is crowded and overrated. The water is salty and the sand is too hot.","I love walking on the beach! I love the feeling of the sand between my toes.","Who doesn't love the beach? Everyone wants to live there."
"3BKZLF990ZK6S1NLA6BJDLJM30RQY8","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3K9FOBBF2I54BP1O11ZE33I7BD8LN4","A3TJOSEGRRDAM5","Approved","Thu May 11 11:31:46 PDT 2017","Thu May 11 11:34:55 PDT 2017","Fri May 26 11:34:55 PDT 2017","Thu May 11 21:57:05 PDT 2017","","","189","100% (2/2)","0% (0/0)","0% (0/0)","I love walking along the beach.","Yes, have you ever gone to Cancun. Best beaches in the world. Even better than Maui. And Big Dad has gone to both.
If you are a ba and are willing to pay for EVERYTHING, we prob can go together!","Thanks!","I'm more into walking under the stars. I'm prob not as much of a 'water' or 'beach' person as most. Just not as into it!","Yes, it can be very romantic with a ba...or THREE. Think of the possibilities!!","As John Kerry might say, who among us doesn't enjoy a romantic stroll along the beach"
"3BKZLF990ZK6S1NLA6BJDLJM30RQY8","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3Q8GYXHFEQO7IW1CKOAT63SYPGQ5C7","A37EV8RZ82WT8E","Approved","Thu May 11 00:49:09 PDT 2017","Thu May 11 01:41:22 PDT 2017","Fri May 26 01:41:22 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","3133","100% (9/9)","0% (0/0)","0% (0/0)","I love walking along the beach.","If you have time, I could show you how to fish for swordfish. They are huge fish that can be dangerous to catch!","","I am always afraid I'm going to step on a jellyfish, I hear that even tiny ones can kill you.","My favorite thing about the beach is the sound of the waves lapping on the shore.","Do you think there is a chance we see a mermaid while we are on the beach?"
"379OL9DBSSZ0026ZT40XRQTXT0NY9U","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","320DUZ38G88S67W2BCA6X4WI6GMGJ2","A3K29UH7B2TN6W","Approved","Thu May 11 17:27:50 PDT 2017","Thu May 11 17:35:23 PDT 2017","Fri May 26 17:35:23 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","453","100% (1/1)","0% (0/0)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","SPIN class is a great start in keeping active, but have you thought about adding weight lifting to your routine?  You can start out with some small dumbbells or try out some of the other machines at the gym.  Don't be shy, ask questions!  There are tons of other options besides the stationary bikes, and I think you'll love the challenge!","None","I hate going to gyms!  They always smell weird and too many gross guys staring at me.","That's great!  SPIN class is an awesome way to stay active!","Why would anyone waste their money?  You can get a perfectly good workout biking on the road for free."
"379OL9DBSSZ0026ZT40XRQTXT0NY9U","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","373ERPL3YPUD901L3HIMYEXY5M5TRM","A5N6QK76RTR7R","Approved","Thu May 11 09:04:04 PDT 2017","Thu May 11 09:34:11 PDT 2017","Fri May 26 09:34:11 PDT 2017","Thu May 11 21:57:05 PDT 2017","","","1807","100% (430/430)","100% (15/15)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","How long have you had a gym membership?","NA","I would get tired of doing the same exercise though.","That must keep you really fit.","Who wants to spin another 100 times?"
"379OL9DBSSZ0026ZT40XRQTXT0NY9U","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3YDGXNSEO0GNAA7ZP7BEZPQ1ZUF482","A3QZ0X5GCZ3H97","Approved","Thu May 11 07:07:25 PDT 2017","Thu May 11 07:11:23 PDT 2017","Fri May 26 07:11:23 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","238","100% (15/15)","0% (0/0)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","Are you enjoying your spin class? Do you find it hard?","I really enjoy these hits. Mentally stimulating unlike some others","I really don't like spin classes. I'd rather exercise at my own pace.","Spin classes are a fun way to exercise. They are much more exciting than exercising alone.","What's better way to exercise than a spin class?"
"3K3IX1W4S6CKW7O3UNIEAUB5VD3APS","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3EFE17QCRDRZ56A3IC12A5Z6GS1HSS","A37EV8RZ82WT8E","Approved","Thu May 11 00:34:15 PDT 2017","Thu May 11 00:49:01 PDT 2017","Fri May 26 00:49:01 PDT 2017","Thu May 11 21:57:05 PDT 2017","","","886","100% (9/9)","0% (0/0)","0% (0/0)","I like to go mountain biking.","It would be a really cool experience to compete in a mountain biking competition.","","The one thing I hate most about about biking is when your tire goes flat and your nowhere near home.","I am a huge fan of mountain biking, its actually amazing exercise!","Wouldn't it be great if you could have a truck and trailer with a port-a-potty follow you while you ride?"
"3K3IX1W4S6CKW7O3UNIEAUB5VD3APS","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3IAEQB9FMF6B07MAGLSDG9NTUE5WDG","A5N6QK76RTR7R","Approved","Thu May 11 06:26:07 PDT 2017","Thu May 11 06:37:41 PDT 2017","Fri May 26 06:37:41 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","694","100% (430/430)","100% (15/15)","0% (0/0)","I like to go mountain biking.","What kind of bike do you own?","NA","I don't really like mountain biking compared to regular biking though because I like to get somewhere when I bike.","That is so good for you!","I mean is it really fun to come back covered in mud after a bike ride?"
"3K3IX1W4S6CKW7O3UNIEAUB5VD3APS","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3XC1O3LBOT826268YXLQC2OZZTZLT5","A1R3MNDWBBDZ6L","Approved","Thu May 11 08:15:04 PDT 2017","Thu May 11 08:16:11 PDT 2017","Fri May 26 08:16:11 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","67","100% (182/182)","100% (13/13)","0% (0/0)","I like to go mountain biking.","How long have you been mountain biking, anyway?","no","I don't like it. It makes me tired.","Mountain biking is fun, I agree!","Who doesn't enjoy a bike ride up a steep incline?"
"356TQKY9XFIH7DRO134JEHEP5VX87F","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3DPNQGW4LM106WOBWSEGFBUAT0S64N","A1JO1CCU5FXOUW","Approved","Thu May 11 09:44:26 PDT 2017","Thu May 11 09:47:55 PDT 2017","Fri May 26 09:47:55 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","209","100% (14/14)","0% (0/0)","0% (0/0)","Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.","Do you have a very big record or CD collection?  What kind of bands are in it?","NA","Digital collections stink.  I hate wading through tons of information just to find a decent song and sometimes I want to get off the computer we are so dependent on all the time.","I really liked looking through my music collection and holding something in my hand.  That is the best way to listen to music.","Why would people get rid of their CD collection?  It is great having a library off of the computers in case something happens with the digital system."
"356TQKY9XFIH7DRO134JEHEP5VX87F","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3JZQSN0I3RWC15A6SMJLI64QC3NGF4","A22NOME8P61FM4","Approved","Thu May 11 05:40:18 PDT 2017","Thu May 11 06:27:51 PDT 2017","Fri May 26 06:27:51 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","2853","100% (36/36)","0% (0/0)","0% (0/0)","Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.","What is your favorite genre of music?","na","I dislike physical copies because I always scratch them?","I love physical copy of music, its so colorful and neat.","Who doesn't love having a bunch of cds to hang up on your wall?"
"356TQKY9XFIH7DRO134JEHEP5VX87F","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3Z9WI9EOZ0A1HNXVD3S0JJ8W034HK2","A1R3MNDWBBDZ6L","Approved","Thu May 11 13:25:53 PDT 2017","Thu May 11 13:32:46 PDT 2017","Fri May 26 13:32:46 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","413","100% (182/182)","100% (13/13)","0% (0/0)","Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.","What CDs have you collected?","no","Nah, I disagree. CDs are cumbersome and heavy.","Yeah, I agree! I love collecting physical CDs.","Who still collects CDs?"
"3X2LT8FDHW3WXSSP9BCV6XD6YM5W84","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","31LVTDXBL8WPQNTGU8GVCNNHCE7RLG","AOCME08MZQHA7","Approved","Thu May 11 18:08:24 PDT 2017","Thu May 11 18:10:59 PDT 2017","Fri May 26 18:10:59 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","155","100% (3/3)","0% (0/0)","0% (0/0)","I have a huge collection of CDs, and I really like being able to browse through them.","I love music too! I mostly listen to digital music; I love being able to sign into Pandora and get tons of different new bands to get hooked on. But older stuff is good too. Do you buy a lot of music these days? Or is this collection more about how your musical taste has evolved?","N/A","CDs are in the past; it's all about digital media now. Why would you hold onto all that material?","That's awesome! What kind of music are you into?","Who doesn't love music?"
"3X2LT8FDHW3WXSSP9BCV6XD6YM5W84","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3FTOP5WARGAVV3LHXAL3CC92ZZLJ0Q","A2AWBDW9V1E9KT","Approved","Thu May 11 16:18:54 PDT 2017","Thu May 11 17:03:05 PDT 2017","Fri May 26 17:03:05 PDT 2017","Thu May 11 21:57:06 PDT 2017","","","2651","100% (100/100)","0% (0/0)","0% (0/0)","I have a huge collection of CDs, and I really like being able to browse through them.","I'd love to see your CD collection some time. I bet you have some good ones.","NA.","CDs can get scratched or broken. It's better not to handle them.","That's one of the big benefits of having CD's. I love handling mine.","Are CDs really that much better than digital?"
"3X2LT8FDHW3WXSSP9BCV6XD6YM5W84","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3OB0CAO74IBW1SMCHITRSRN7XCKHYR","A1QVLNM0795FRM","Approved","Wed May 10 23:08:01 PDT 2017","Wed May 10 23:14:21 PDT 2017","Thu May 25 23:14:21 PDT 2017","Thu May 11 21:57:05 PDT 2017","","","380","100% (3/3)","0% (0/0)","0% (0/0)","I have a huge collection of CDs, and I really like being able to browse through them.","I bet it's fun, I really like when you find something you forgot you had.","","They always get scratched though, so I don't really like them.","I wish I had a collection like that, it's fun to pick through stuff.","I wonder if they will ever end up being nostalgic like vinyl is right now?"
"3QD8LUVX4XJSZAEDLI1EWWHM5YB5X5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","31LM9EDVOMEYGZDOYGN1NO5F6MYJNQ","A5N6QK76RTR7R","Approved","Thu May 11 06:26:28 PDT 2017","Thu May 11 06:57:13 PDT 2017","Fri May 26 06:57:13 PDT 2017","Thu May 11 21:57:07 PDT 2017","","","1845","100% (430/430)","100% (15/15)","0% (0/0)","It's hard to find new music, new bands or singers that you might like.","Do you have a favorite Coldplay song?","NA","But a lot of current music is one hit wonder stuff.","I think Coldplay is really good.","Is Harry Stiles really the new Elvis?"
"3QD8LUVX4XJSZAEDLI1EWWHM5YB5X5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","36PW28KO40IJL0X7BB75428N26ZEAA","A2WQWHBN0BF4U7","Approved","Wed May 10 23:57:49 PDT 2017","Thu May 11 00:06:28 PDT 2017","Fri May 26 00:06:28 PDT 2017","Thu May 11 21:57:08 PDT 2017","","","519","100% (11/11)","100% (3/3)","0% (0/0)","It's hard to find new music, new bands or singers that you might like.","you tried sound-cloud yet ? they've got some new mad tune.","","i wonder myself,seems like no new tune out there one would think.","oh really,but there are several platform you can find new music,have you tried apple music?","with over 10 music streaming platforms and you say you can find good music? come on man. lol"
"3QD8LUVX4XJSZAEDLI1EWWHM5YB5X5","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Wed May 10 22:36:02 PDT 2017","3","BatchId:2798907;OriginalHitTemplateId:920937336;","3600","1296000","Wed May 17 22:36:02 PDT 2017","","","3WQ3B2KGE92PK98N51CMST9ZVHS1BP","A1JO1CCU5FXOUW","Approved","Thu May 11 09:41:13 PDT 2017","Thu May 11 09:44:25 PDT 2017","Fri May 26 09:44:25 PDT 2017","Thu May 11 21:57:08 PDT 2017","","","192","100% (14/14)","0% (0/0)","0% (0/0)","It's hard to find new music, new bands or singers that you might like.","Did you try a way to find any new music?  Did you see anything you liked anyway you could recommend?","NA","All of the new music is horrible.  I can never find anything decent from these new young kids.  The new music has no spirit in it.","You might want to look on amazon.com and sample music for some of the new bands.  You will find something new you like that way.","Who kind find any new good music these days?  It is like looking for a needle in a haystack."
