"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.general","Answer.question","Answer.similar","Answer.specific","Approve","Reject"
"3W0KKJIARRU52SY8KXTSIMJBBWS8KE","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3IKZ72A5B52IBXRSFQWG8QDNDKAFNM","A2LG09YBD1C874","Approved","Fri May 05 08:46:23 PDT 2017","Fri May 05 08:55:35 PDT 2017","Sat May 20 08:55:35 PDT 2017","Mon May 08 15:53:54 PDT 2017","","","552","100% (1/1)","0% (0/0)","0% (0/0)","Blackish","The characters on the show Blackish, have good chemistry with each other.","Who is your favorite character on the show.","Have you ever seen ABC's hit television show, about black family life in America called Blackish.","The show depicts black family life, but does it in a funny way."
"3JVP4ZJHDPDWE83HPQV1CRYG0URI0Q","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3HUTX6F6VV9GSOFSSAHM3WJ3UY22OC","A30YDQH3H3KIYW","Approved","Sun May 07 18:30:58 PDT 2017","Sun May 07 18:34:12 PDT 2017","Mon May 22 18:34:12 PDT 2017","Mon May 08 15:53:54 PDT 2017","","","194","100% (2/2)","0% (0/0)","0% (0/0)","The Big Bang Theory","The characters are so funny. My favorite character is Sheldon.","Who's your favorite character? Have you seen Two Broke Girls?","Yes, I do.","Absolutely, I think Sheldon is the funniest character on the show."
"3JVP4ZJHDPDWE83HPQV1CRYG0URI0Q","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3II4UPYCOKT6GAQO4CT7OK576NGQDI","A1EIBL2B06W1D7","Approved","Fri May 05 20:36:41 PDT 2017","Fri May 05 20:38:52 PDT 2017","Sat May 20 20:38:52 PDT 2017","Mon May 08 15:53:54 PDT 2017","","","131","100% (1/1)","0% (0/0)","0% (0/0)","The Big Bang Theory","Is that a show? I don't watch  a lot of tv.","that show is great! Who is your favourite character?","I've seen a few episodes but I never really got into it. I really liked House, MD.","Yeah, I like that show. Sheldon and Amy are super funny."
"3JVP4ZJHDPDWE83HPQV1CRYG0URI0Q","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3TE3O85731UJP178K2YQXRO839VR2T","A37YE42KAPNDGU","Approved","Tue May 02 14:51:46 PDT 2017","Tue May 02 14:56:12 PDT 2017","Wed May 17 14:56:12 PDT 2017","Tue May 02 19:28:42 PDT 2017","","","266","100% (1/1)","0% (0/0)","0% (0/0)","The Big Bang Theory","Did you hear that the actress who plays Amy was actually a scientist in real life?","Do you have a favorite Big Bang Theory character or episode?","Sometimes I watch Big Bang Theory.  Do you watch the older episodes, or are you watching the first run shows?","I liked the episode where we finally got to hear what the baby would sound like - the mother or the mother-in-law."
"31D0ZWOD0AKH8QKJD23OVTAXNMMA0E","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3TVSS0C0E2MIHWI72BSSLD5FXDFTW8","A31RNXD16AHHGX","Approved","Sun May 07 20:08:52 PDT 2017","Sun May 07 20:10:44 PDT 2017","Mon May 22 20:10:44 PDT 2017","Mon May 08 15:53:54 PDT 2017","","","112","100% (1/1)","0% (0/0)","0% (0/0)","How to Get Away With Murder","I have heard of that show before. I don't think I've seen an episode.","I have not seen that show before. Would you recommend it? I am looking for a new show to binge watch.","No I do not.","I haven't seen that show! It seems interesting."
"31D0ZWOD0AKH8QKJD23OVTAXNMMA0E","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3VW6495TLKMINNC1RIXFERIAMCEYYV","A2NC9WM21FFCRG","Approved","Tue May 02 17:03:11 PDT 2017","Tue May 02 17:07:24 PDT 2017","Wed May 17 17:07:24 PDT 2017","Tue May 02 19:28:42 PDT 2017","","","253","100% (3/3)","0% (0/0)","0% (0/0)","How to Get Away With Murder","I seldom watch network TV until I hear the reviews.  Then I'll watch well-received shows in re-runs.","Does the plot deal with one homicide per episode, or is each year devoted to one incident?","Sometimes.  I really watch the re-runs.","I graduated from law school, so it kind of intrigues me."
"3PUOXASB57O05SG4PQ2G5X2ZZBN9ZQ","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3GNCZX450J9NIRMXKPNGYE7RFV4APT","A2H7PXC0ZB580J","Approved","Wed May 03 14:11:47 PDT 2017","Wed May 03 14:19:44 PDT 2017","Thu May 18 14:19:44 PDT 2017","Wed May 03 14:23:35 PDT 2017","","","477","100% (1/1)","0% (0/0)","0% (0/0)","Grey's Anatomy","No, it seems like other shows would be more interesting.","No, but I've heard that it's popular. Why do you think people like it?","No, but there are other television programs that I enjoy.","It's a drama show, isn't it? I don't watch it, but there are other dramas that I enjoy."
"3PUOXASB57O05SG4PQ2G5X2ZZBN9ZQ","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3XM0HYN6NLLQ84390UP2UXXI1CPEPK","AGADY9XG1OOWT","Approved","Mon May 08 20:42:00 PDT 2017","Mon May 08 20:42:45 PDT 2017","Tue May 23 20:42:45 PDT 2017","Thu May 11 15:05:27 PDT 2017","","","45","100% (2/2)","0% (0/0)","0% (0/0)","Grey's Anatomy","Who is your favorite character?","Who do you think they'll sleep with next?","Yes I love that show","Are you call caught up on the current season?"
"30ZKOOGW2WRHFF519L7O9YT7SESA1H","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3A4TN5196L4JYPL7LQB2V0VOU92HCP","AGADY9XG1OOWT","Approved","Mon May 08 20:40:23 PDT 2017","Mon May 08 20:41:49 PDT 2017","Tue May 23 20:41:49 PDT 2017","Thu May 11 15:05:27 PDT 2017","","","86","100% (2/2)","0% (0/0)","0% (0/0)","The Blacklist","Where is it set","Who are the main actors?","No, but I've heard good things, is it good?","What's the main storyline?"
"30ZKOOGW2WRHFF519L7O9YT7SESA1H","3WZIO7X3RN49V7YDA6XCONQ04OVAX3","Help make conversations more interesting","Create Dialogue that is more interesting but on the same topic as what was just said","dialog, conversational agents, movies, books","$0.15","Tue May 02 12:43:50 PDT 2017","3","BatchId:2788795;OriginalHitTemplateId:920937336;","3600","1296000","Tue May 09 12:43:50 PDT 2017","","","3WSELTNVR4OLAJF416W03O8O5UBATD","A30YDQH3H3KIYW","Approved","Sun May 07 18:35:12 PDT 2017","Sun May 07 18:36:47 PDT 2017","Mon May 22 18:36:47 PDT 2017","Mon May 08 15:53:54 PDT 2017","","","95","100% (2/2)","0% (0/0)","0% (0/0)","The Blacklist","That's a great show. It's so interesting and engaging.","Did you see the main actor as a character in The Office?","Yes, it's a good show.","I love the Blacklist. The main character is so good and I wish he was in more television shows."
