"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.Your_Response","Answer.comments","Approve","Reject"
"3GS542CVJV82YEWFI2V0GTV41C6599","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","38BQUHLA9XM6ZSJL2S06I5X1AIWMO4","A3HMBHM8HJLKRD","Submitted","Thu Jun 22 12:10:04 PDT 2017","Thu Jun 22 12:11:08 PDT 2017","Fri Jul 07 12:11:08 PDT 2017","","","","64","100% (32/32)","100% (32/32)","100% (2/2)","Let's talk about politics.","Many people think Roy Cooper is a godsend as governor on North Carolina, but I'm certainly not impressed because so far what has he accomplished?",""
"3GS542CVJV82YEWFI2V0GTV41C6599","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3I2PTA7R3UGEUGWYWTFUSX0X0EIQKA","A2PH8K7G8S1WK1","Submitted","Thu Jun 22 11:54:38 PDT 2017","Thu Jun 22 11:56:00 PDT 2017","Fri Jul 07 11:56:00 PDT 2017","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","Let's talk about politics.","I  never talk about politics or religion.  Too much controversy and bad feelings.","no"
"3GS542CVJV82YEWFI2V0GTV41C6599","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3K3R2QNK8CPM5DKO958ACPJ6S5GU9T","A2L7S6RZOZ6NM9","Submitted","Thu Jun 22 12:40:27 PDT 2017","Thu Jun 22 12:41:46 PDT 2017","Fri Jul 07 12:41:46 PDT 2017","","","","79","100% (128/128)","100% (128/128)","0% (0/0)","Let's talk about politics.","Donald Trump has been a disgrace to this country. He has created division and disunity already.",""
"3GS542CVJV82YEWFI2V0GTV41C6599","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3LO69W1SU4ZY1XK2EXMJDJ9AJRHLGG","A18SEIIWQWLKHT","Submitted","Thu Jun 22 12:25:26 PDT 2017","Thu Jun 22 12:25:54 PDT 2017","Fri Jul 07 12:25:54 PDT 2017","","","","28","100% (97/97)","100% (32/32)","100% (14/14)","Let's talk about politics.","I don't want to talk about politics, because politics stress me out --especially nowadays. So let's not talk about politics and pretend we did.","No"
"3GS542CVJV82YEWFI2V0GTV41C6599","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3Q5C1WP23NNNVTRE4RL9P797VCU154","A3JSMBOXDHJNRG","Submitted","Thu Jun 22 11:29:18 PDT 2017","Thu Jun 22 11:30:21 PDT 2017","Fri Jul 07 11:30:21 PDT 2017","","","","63","0% (0/0)","0% (0/0)","0% (0/0)","Let's talk about politics.","I would love to talk about politics.  What topic would you like to start off with?",""
"3NSCTNUR2Z8G3X6KA890CO6O7UO5AO","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","35LDD5557BQN91Y6408DBOGSQDNKMJ","A3HMBHM8HJLKRD","Submitted","Thu Jun 22 12:14:29 PDT 2017","Thu Jun 22 12:15:07 PDT 2017","Fri Jul 07 12:15:07 PDT 2017","","","","38","100% (32/32)","100% (32/32)","100% (2/2)","Give me a famous line from a movie or TV show. What does the line mean?","Feeling lucky, punk? means try to kill me but if you fail I will kill you.",""
"3NSCTNUR2Z8G3X6KA890CO6O7UO5AO","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3IAS3U3I0G2W9UQJO5C0XCJ4XEZB21","A18SEIIWQWLKHT","Submitted","Thu Jun 22 12:35:12 PDT 2017","Thu Jun 22 12:36:15 PDT 2017","Fri Jul 07 12:36:15 PDT 2017","","","","63","100% (97/97)","100% (32/32)","100% (14/14)","Give me a famous line from a movie or TV show. What does the line mean?","""It has an undertaste"" from Rosemary's Baby seems to foreshadow the future events of the movie in a subtle way. At the same time, it's also literal, saying that the chocolate mousse had an aftertaste (because it was medicated).","No"
"3NSCTNUR2Z8G3X6KA890CO6O7UO5AO","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3M1CVSFP61R8I3NCK225YJX1V2NQAU","A11GKE11SVPEQX","Submitted","Thu Jun 22 11:40:40 PDT 2017","Thu Jun 22 11:42:12 PDT 2017","Fri Jul 07 11:42:12 PDT 2017","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","Give me a famous line from a movie or TV show. What does the line mean?","""Life moves pretty fast. If you don't stop and look around once in a while, you could miss it."" This means that it's important to stop and appreciate your life.",""
"3NSCTNUR2Z8G3X6KA890CO6O7UO5AO","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3SKRO2GZ72DQDCCHBEPFRWSPS2W1KW","AZV8213BMVMOT","Submitted","Thu Jun 22 12:51:17 PDT 2017","Thu Jun 22 12:53:23 PDT 2017","Fri Jul 07 12:53:23 PDT 2017","","","","126","0% (0/0)","0% (0/0)","0% (0/0)","Give me a famous line from a movie or TV show. What does the line mean?","THAT'S WHAT SHE SAID. Yes I know I say this all the time but seriously where does it not come in handy? :D I even say it out loud if I hear someone in a movie say something that could be slightly taken as perverted lol, if I am home by myself I definitely say it out loud to something I myself have said. Because I am my own biggest fan",""
"3NSCTNUR2Z8G3X6KA890CO6O7UO5AO","3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ","Answer a Question","answer a question or describe something or respond to a statement","Everything! food, philosophy, science, music, sports, politics, etc.","$0.05","Thu Jun 22 10:55:12 PDT 2017","5","BatchId:2845554;OriginalHitTemplateId:920937336;","3600","1296000","Thu Jun 29 10:55:12 PDT 2017","","","3TOK3KHVJU4NEPCYYMYHZN0BFT4O7Y","A2L7S6RZOZ6NM9","Submitted","Thu Jun 22 12:37:54 PDT 2017","Thu Jun 22 12:38:37 PDT 2017","Fri Jul 07 12:38:37 PDT 2017","","","","43","100% (128/128)","100% (128/128)","0% (0/0)","Give me a famous line from a movie or TV show. What does the line mean?","A famous line from a movie is You've got a friend in me from Toy story. This line means that they will be friends forever through thick and thin.",""
