HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.slot0,Answer.Your_Response,Answer.comments,Approve,Reject
3T2EL38U0M5HSWXB5APHU7CD4F0XQL,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3B2X28YI3X1KRV9KB7O3NP0GEUP6BO,A3SLQJK8K26F70,Submitted,Sun Jun 25 14:18:32 PDT 2017,Sun Jun 25 14:19:40 PDT 2017,Mon Jul 10 14:19:40 PDT 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),Do you consider yourself organized? Why or why not?,"In my personal life, no. In puclic, kind of. At work, absolutely. I don't have any personal attachment to being neat and organized, but I understnad others do and make sure I do not disappoint those people.",,,
3T2EL38U0M5HSWXB5APHU7CD4F0XQL,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3E337GFOLAUOPXNNQA2YQBDZPW5NGT,A37JENVKZQ56U6,Submitted,Sun Jun 25 14:04:22 PDT 2017,Sun Jun 25 14:04:58 PDT 2017,Mon Jul 10 14:04:58 PDT 2017,,,,36,100% (17/17),0% (0/0),0% (0/0),Do you consider yourself organized? Why or why not?,I am not organized--I am creative. My creative process works best in an environment of chaos and uncertainty.,,,
3T2EL38U0M5HSWXB5APHU7CD4F0XQL,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3JMSRU9HQJG3DO05M6Y10PM0YJQVEZ,AM2ES67A5XZFA,Submitted,Sun Jun 25 13:21:44 PDT 2017,Sun Jun 25 13:22:16 PDT 2017,Mon Jul 10 13:22:16 PDT 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Do you consider yourself organized? Why or why not?,"Not really, I don't feel like I have my act together compared to most people.",,,
3T2EL38U0M5HSWXB5APHU7CD4F0XQL,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3QJOXOW4XKDKN16W8EXADT3N7QFEM2,AEJEQZNUYWFJ8,Submitted,Sun Jun 25 13:34:25 PDT 2017,Sun Jun 25 13:35:33 PDT 2017,Mon Jul 10 13:35:33 PDT 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),Do you consider yourself organized? Why or why not?,I considered myself to be organized. I try to make a place for everything so things don't get left scattered around. I like knowing where to find things when I need them. I hate having to look and look for something when I need it.,,,
3T2EL38U0M5HSWXB5APHU7CD4F0XQL,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3TXMY6UCAFAWBIKA4GYW4ENPWFZCQU,A30VFLMC6SW2P0,Submitted,Sun Jun 25 13:40:39 PDT 2017,Sun Jun 25 13:41:41 PDT 2017,Mon Jul 10 13:41:41 PDT 2017,,,,62,0% (0/0),0% (0/0),0% (0/0),Do you consider yourself organized? Why or why not?,"yes, i always know where everything i need is and everything else is where i want it to be and looks nice  in my room.",,,
3NRZ1LDP7WRLXFWB6FYDRN2E7JCZPT,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,30JNVC0ORA6NSQVQQ8CXF5K5973HQ7,A3F3QFKR10ZVGP,Submitted,Sun Jun 25 13:21:24 PDT 2017,Sun Jun 25 13:23:09 PDT 2017,Mon Jul 10 13:23:09 PDT 2017,,,,105,0% (0/0),0% (0/0),0% (0/0),"What do you use to decorate your house? (e.g. paintings, posters, plants, etc.)",I went to a local movie theater and asked if they had any movie posters they'd be willing to sell me. I picked out about twenty great movie posters and went to a local store and had the framed. Now they hang all over my house and are great conversation pieces. Who doesn't love a good movie?,None,,
3NRZ1LDP7WRLXFWB6FYDRN2E7JCZPT,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,30ZX6P7VF9H2RDOVCXPHV02H6TU2JK,A1L8XQFF0HOVQ7,Submitted,Sun Jun 25 13:28:05 PDT 2017,Sun Jun 25 13:28:33 PDT 2017,Mon Jul 10 13:28:33 PDT 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),"What do you use to decorate your house? (e.g. paintings, posters, plants, etc.)",I love potted plants. They make everything look so inviting.,,,
3NRZ1LDP7WRLXFWB6FYDRN2E7JCZPT,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,35K3O9HUACZEHREFMRTXI3JEAP1FEU,A1A22XNS92FOTH,Submitted,Sun Jun 25 12:50:36 PDT 2017,Sun Jun 25 12:56:45 PDT 2017,Mon Jul 10 12:56:45 PDT 2017,,,,369,0% (0/0),0% (0/0),0% (0/0),"What do you use to decorate your house? (e.g. paintings, posters, plants, etc.)","We have decorated our house with different pictures of our family, and in our living room there are pictures of a farm and fruit and a couple of mirrors above the couch. Then in the kids' bedrooms they have their posters of different movies or TV shows. In our twins bedroom, we have their blankets from when they were born on their wall along their hand and foot prints.",No,,
3NRZ1LDP7WRLXFWB6FYDRN2E7JCZPT,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3FFJ6VRIL2AZ0S1BFS030BU2WGLI04,A160ZTD45HEUM5,Submitted,Sun Jun 25 13:40:17 PDT 2017,Sun Jun 25 13:41:03 PDT 2017,Mon Jul 10 13:41:03 PDT 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),"What do you use to decorate your house? (e.g. paintings, posters, plants, etc.)",Funny to say but I decorate my house with paper- paper flowers and different crafts I design from paper.,NA,,
3NRZ1LDP7WRLXFWB6FYDRN2E7JCZPT,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:17 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:17 PDT 2017,,,3IQ1VMJRYU62Q46Q30RJCO7CMCAA94,A1IMICF9ISISZN,Submitted,Sun Jun 25 13:26:30 PDT 2017,Sun Jun 25 13:28:33 PDT 2017,Mon Jul 10 13:28:33 PDT 2017,,,,123,100% (13/13),100% (4/4),0% (0/0),"What do you use to decorate your house? (e.g. paintings, posters, plants, etc.)","When I decorate my house, I use paintings and art that I have created and I also have a wall of hand drums which I have made.",no,,
351S7I5UG9HVUFFU8EIZZ49TO6YNJ0,3HE4IXOKV8U1TBZPPKJNCZ1OU91WPQ,Answer a Question,answer a question or describe something or respond to a statement,"Everything! food, philosophy, science, music, sports, politics, etc.",$0.05 ,Sun Jun 25 12:26:23 PDT 2017,5,BatchId:2848081;OriginalHitTemplateId:920937336;,3600,1296000,Sun Jul 02 12:26:23 PDT 2017,,,3KMS4QQVK3CH3R6PID40GYWJUM0KFM,A1L5YWN8S0TK7F,Submitted,Sun Jun 25 14:04:05 PDT 2017,Sun Jun 25 14:05:40 PDT 2017,Mon Jul 10 14:05:40 PDT 2017,,,,95,0% (0/0),0% (0/0),0% (0/0),Let's talk about politics.,"I like to talk about politics, but, before we start, I need to let you know that I am a liberal, a Democrat, and I do not like Trump.  I love to talk about my hopes and ideas about the future, and exchange ideas, but I do not want to argue about who is better or engage in crazy conspiracy theories.",None,,
