"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.HITTYPE_ID_level2","Input.HITTYPE_ID_level3","Input.WORKER_ID_level1","Input.WORKER_ID_level2","Input.WORKER_ID_level3","Input.Dialogueacts_level1","Input.Dialogueacts_level2","Input.Dialogueacts_level3","Input.slot0","Input.slot1","Input.slot2","Input.slot3","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"3CRWSLD91KP3D8LRCQV4UL1FHTPMOA","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","33OOO72IVI793YC2LKSR9JYC99ITCC","ASI2B6A3Y556Z","Approved","Sun May 21 17:02:16 PDT 2017","Sun May 21 17:08:15 PDT 2017","Mon Jun 05 17:08:15 PDT 2017","Wed May 24 14:09:40 PDT 2017","","","359","100% (8/8)","100% (8/8)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A214JTAHTAWUKA","Answer.negative","Answer.change","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of the beach, I love skinny dipping. It's so fun, if you don't get caught. Have you ever been skinny dipping? It doesn't have to be at the beach. Could be a pool or anywhere. Have you done it?","Do you think it is trespassing if at some point they said you could swim there? Like the neighbor said, ""Hey come swimming this weekend"", just the time you went they did not know?","I like water parks too.  Have you ever bee to one?  I think they are a lot of fun even though I did have a scary experience at one growing up.","","Hmm.  I'm not sure if it's technically trespassing or not.  It sure seems like a good way to make your neighbor mad though.  It would probably be the last time they invited you to swim.","I'm not sure.  A bunch of us tried to go swimming in a hotel pool that we weren't staying at once.  We got ran off by staff pretty quickly by hotel staff. Apparently there are all kids of liability issues.  I imagine there are liability issues for homeowners too.","Ha Ha.  I guess I need to be very specific when I give you an invitation.  I'll be keeping a closer eye on you from now on."
"3FSEU3P2NRLX71QZ9Q8PAF0UY38RRC","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3B3WTRP3DCODL1BMQLY466OE3B329D","AE3CVK2OYA242","Approved","Sun May 21 17:31:00 PDT 2017","Sun May 21 17:33:33 PDT 2017","Mon Jun 05 17:33:33 PDT 2017","Wed May 24 14:09:40 PDT 2017","","","153","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A2ZOM62DKMSWDK","Answer.negative","Answer.change","Answer.elaboration","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of the beach, I love skinny dipping. It's so fun, if you don't get caught. Have you ever been skinny dipping? It doesn't have to be at the beach. Could be a pool or anywhere. Have you done it?","I have to be with people I really trust. I like to go way out into a lake, where you can't touch the bottom, and take off my swimsuit. The water all over, with no cloth in between it and my body, is really sensuous.","I enjoy swimming in lakes and all the activities that you can do in a lake. I have many fond memories of jumping on water trampolines over a lake when I was young.","no","It's a lot of fun. I used to be able to skinny dip in our pool since we had hedges all around our property that blocked peoples view.","It's such a freeing feeling to glide through the water and feel it sliding past your body.","I'll tell you something though, if you're skinny dipping in a lake you better hope that you don't get bitten where the sun doesn't shine."
"3A3KKYU7P32BIHUT3CMEBFE1KVOWMW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3PMBY0YE28PQJJ3ONENAIJX0F2E9CR","A1U37XNO6J1R9G","Approved","Sun May 21 15:58:56 PDT 2017","Sun May 21 16:04:53 PDT 2017","Mon Jun 05 16:04:53 PDT 2017","Wed May 24 14:09:40 PDT 2017","","","357","100% (3/3)","100% (3/3)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","AE3CVK2OYA242","Answer.negative","Answer.continuation","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.","I love putting bath bombs in the bath. Do you have a favorite bath bomb to use?","None","I enjoy putting bubbles in  the bath. I think it makes it even more relaxing.","A bath is a nice thing after the beach because the beach can actually be quite a pain. After cleaning the sand off of everything you deserve to relax!","Baths are so relaxing with all the dirt from your body floating around!"
"33K3E8REWWGBMSXFJG8H8GRD9S68XE","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","33FBRBDW6PLQ5EKEIMHWIN2PVWYC87","A1FAX797NW6H3D","Approved","Sun May 21 17:30:27 PDT 2017","Sun May 21 17:35:35 PDT 2017","Mon Jun 05 17:35:35 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","308","100% (15/15)","100% (2/2)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","AE3CVK2OYA242","Answer.negative","Answer.continuation","Answer.continuation","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Totally, but what do you think about the mountains? Have you ever gone hiking?","","Yes, not to mention the unpacking and laundry that has to be done too.","I totally agree, I hate leaving the beach too. There's nothing like the beach, the sights, smells, and sounds. It's amazing.","Or you can just throw everything away and buy all new stuff, including the sandy car!"
"3KA7IJSNW6QPFHTV01IA55VBFZIBPS","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3P59JYT76M6W5GK0OR3LX6PQXIL2TS","A1WML1ZP2ISAR7","Approved","Sun May 21 19:49:31 PDT 2017","Sun May 21 19:51:41 PDT 2017","Mon Jun 05 19:51:41 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","130","100% (13/13)","100% (13/13)","100% (1/1)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","AE3CVK2OYA242","Answer.negative","Answer.continuation","Answer.elaboration","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","And the way that it gets into your ears and eyes. Nothing takes longer than a post beach shower.","Do you burn easy in the sun?","no","The beach is my favorite place to be.","I love walking along the edge of the sand near the water. I get the sand off my feet before I go in my car.","Well you could live in your car with all the sand."
"32CXT5U14GOJ5O3KEBXUO9S9FAOU87","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3IAEQB9FMF6B07MAGLSDG9NTY3DWD6","A3GNQDFPZALU92","Approved","Sun May 21 17:55:32 PDT 2017","Sun May 21 18:06:06 PDT 2017","Mon Jun 05 18:06:06 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","634","100% (17/17)","100% (4/4)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A8MFZOKZ7DV0X","Answer.negative","Answer.continuation","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","I don't know, I'm arguing with my family about it, so I don't even want to talk about it. What I really want to do is take a month off and work on my book. But I don't think I'm going to be able to do that. Let me tell you what I was thinking about in terms of the next chapter, though, okay?","","Oh boy, that's a good question. We've been trying to figure it out, but I'm not sure about my work schedule yet, so I don't know how much time I'm gonna have, which is going to determine where we can go. So I don't know, which is driving me crazy a little bit, to be honest.","I'm definitely going to take one. I get a little stir crazy if I don't. Last year, when it got to be around this time of year, I found myself getting so tense all the time, and it finally occurred to me that I was long overdue for some time off. It was affecting my mood in a really significant way.","Oh yeah, I'm scheduling a trip around the world even as we speak. The only thing standing in the way is the fact that I've already used all my vacation days for my brother's stupid wedding, so no, my round-the-world trip is canceled, thanks for bringing it up."
"3L2OEKSTW9V0MXNPOCUJRUYMBY08YK","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3WQQ9FUS6BG7V9S84ML173W7DBXB8Y","A13NOSGEQMNGP8","Approved","Sun May 21 16:56:26 PDT 2017","Sun May 21 16:59:59 PDT 2017","Mon Jun 05 16:59:59 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","213","100% (18/18)","100% (12/12)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A8MFZOKZ7DV0X","Answer.negative","Answer.continuation","Answer.elaboration","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I do adore the beach but I also like a nice serene lake.  Do you like lakes or are you just a beach person?","","I know what you mean, you can clean your car forever and the sand just won't come out.  I have found that the best thing to do is try a commercial vacuum at the car wash.  Have you tried that?","I love Virginia Beach and have been there many time  My favorite beaches on the East Coast are up north in Cape Cod, those beaches are beautiful.","I know what you mean, I swear sand seems to multiply once it gets in the car!"
"382GHPVPHSCYNT3ZNOBGKOM40B9433","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:19 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:19 PDT 2017","","","3HFNH7HEMI09SU0F62UFU584NUBGQV","A13NOSGEQMNGP8","Approved","Sun May 21 17:07:00 PDT 2017","Sun May 21 17:09:31 PDT 2017","Mon Jun 05 17:09:31 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","151","100% (18/18)","100% (12/12)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A18SEIIWQWLKHT","Answer.negative","Answer.continuation","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","I also like to visit the towns along Lake Michigan, they lake is so big it reminds me of the ocean.","","That must have been a lot of fun visiting your grandma, what else did you guys do besides go to the beach?","I really like to walk on the beach and find interesting shells and rocks.","That sand on your feet is good for exfoliating your feet!"
"3QO7EE372O8AFTUA0EXZ5ALLKV4BQJ","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:20 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:20 PDT 2017","","","3CFVK00FWM7W44VW2KDX1SWLJAM6LV","AE3CVK2OYA242","Approved","Sun May 21 17:24:54 PDT 2017","Sun May 21 17:26:43 PDT 2017","Mon Jun 05 17:26:43 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","109","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","A18SEIIWQWLKHT","Answer.negative","Answer.continuation","Answer.elaboration","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?","That's why I prefer getting onto the ocean from a dock. As long as I don't have to get sandy I'm happy.","no","Nothing is worse than getting salt water in the seats.","It always ends up making the car smelly because it soaks in and it's difficult to get out. If it's really bad you might just have to get the interior detailed.","Isn't it terrible to go to the beach because it's free only to spend 200 dollars having your car cleaned and detailed."
"3K8CQCU3KEMH0ZFTFD1EOU31PLYWNW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Sun May 21 15:51:20 PDT 2017","1","BatchId:2810539;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 28 15:51:20 PDT 2017","","","3MAOD8E57RWZBJIDFK22EXDUL9IXNF","A1WML1ZP2ISAR7","Approved","Sun May 21 16:13:03 PDT 2017","Sun May 21 16:14:20 PDT 2017","Mon Jun 05 16:14:20 PDT 2017","Wed May 24 14:09:41 PDT 2017","","","77","100% (13/13)","100% (13/13)","100% (1/1)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","AE3CVK2OYA242","Answer.negative","Answer.elaboration","Answer.continuation","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","The moment I drove back, and opened the car door after getting home sand just started pouring out, castles and all. There were even a few crabs, and some fish. Water and all. I'm sure I must've brought back at least a quarter of the beach with me. On the plus side, now I no longer have to go out to go to the beach. I just open the front door.","The way that the salt eats away at your car and all the cleaning you have to do of the seats and the carpets makes you wonder.","My car has rust, I have to find a repair shop.","NA","I do too, it is great exercise.","A car full of sand does not remind me of a day at the beach, it reminds me that I have to go clean my car.","You can cook the fish and crabs for dinner."
