"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.WORKER_ID_level1","Input.Dialogueacts_level1","Input.slot0","Input.slot1","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"3QQUBC64ZEZWPZKJPIX0QDH8XKEXNT","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","33TIN5LC05W3MM4TJ65ZFAPJIDXY9Z","A1NIKHUA79SWGD","Submitted","Thu May 18 21:35:38 PDT 2017","Thu May 18 21:39:50 PDT 2017","Fri Jun 02 21:39:50 PDT 2017","","","","252","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1SZ98O1SZSBCP","Answer.positive","I love walking along the beach.","If I lived in an area where there were beaches, I would walk along the beach every single day. I'd probably be there every morning to watch the sun rise.","Of course, the beach isn't the only place I'd like to live. I bet waking up and seeing the sun rise above the mountains would be pretty interesting too, don't you think?","","Seeing the sun glisten on the water as it rises must be sort of magical as you smell that sweet morning breeze.","I've never lived near a beach, so I've never had the chance to see the sun rise over the water. So the idea is really appealing to me.","And plus, you know, I hear the dawn is the best time to meet mermaids. Maybe during one of my morning strolls I'll come across a cute girl swimming nearby, and I'll hook up with her. I'll just have to try and ignore the tail."
"3RKHNXPHGWH30P5LN0UXEE1097SUKT","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","3OONKJ5DKD5AG1FOB3AX4PM7S4LBOX","A1NIKHUA79SWGD","Submitted","Thu May 18 23:16:58 PDT 2017","Thu May 18 23:22:57 PDT 2017","Fri Jun 02 23:22:57 PDT 2017","","","","359","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.rhetorical","I love walking along the beach.","Who doesn't love walks on the beach?","I don't just love walking on the beach though. I like hiking through all kinds of natural areas. I once was strolling through the forest and found a neat cave system. You ever been spelunking?","","You get to sea the ocean, pick up seashells, enjoy the scent of the fresh ocean air. It's just a great all around experience, honestly.","Of course I don't mean that everyone literally loves walks on the beach. Some people probably don't, but I think most people would enjoy all the different things that the beach has to offer. And in this case, even just walking is great because you get to take in the beauty of the land.","Me? I personally take a Hoveround. Don't want my feet touching that nasty sand. Who knows what's in it? Crabs, eels, probably filled with sea monsters and bacterias. No thank you, I'd rather be a lazy shit."
"3RKHNXPHGWH30P5LN0UXEE1097SUKT","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","3SKEMFQBZ4R8OCW2AZYU66FX0S6K81","A20960MB46ISR4","Submitted","Thu May 18 21:27:50 PDT 2017","Thu May 18 21:32:05 PDT 2017","Fri Jun 02 21:32:05 PDT 2017","","","","255","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.rhetorical","I love walking along the beach.","Who doesn't love walks on the beach?","Who knows? Walks anywhere are nice.","This was fun!","I know.  It's so nice to have the fresh, salty air in your hair.","I know right!  I love feeling the sand between my toes.  It's so nice hearing the waves crashing on shore also.","The only people who don't like walks on the beach are people you can't trust."
"3JVP4ZJHDPDWE83HPQV1CRYG1E00IM","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","3FDJT1UU75UP1UD0C1RRUM56Y26K50","A1NIKHUA79SWGD","Submitted","Thu May 18 21:43:43 PDT 2017","Thu May 18 21:57:47 PDT 2017","Fri Jun 02 21:57:47 PDT 2017","","","","844","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1JO1CCU5FXOUW","Answer.positive","I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.","These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.","But you know, IT companies aren't the only groups that want to try and control everything. The government isn't that much better, what with the NSA spying and all that. It's hard to know who we can trust now days. I mostly just trust family and friends.","","Soon they'll have more powerful than the government, that is, unless of course the government had them install backdoors into everything and they're listening in, too.","The IT companies want to gather information about everything about us. What we like, what we dislike, how many friends we have, and so on. Then they can sell that information to other companies and advertisers. Everyone will have to rely on them to get what they need. After all, information is power, and he who controls information is a powerful man indeed.","Think about it! They'll know all the times know all the kinds of porn we like, and when we like to watch it! They'll bombard us with popups and trick us into watching it constantly; getting us hooked on new perversions! Then no one will ever go outside, so no one will be able to stop them! It's the perfect plan, isn't it? As long as they their systems don't hook them, too."
"3J9UN9O9J3DS9JNN78G1OSDGETP0JY","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","3SLE99ER0OZMF5TVDCLEKNTBC76ZB3","A1NIKHUA79SWGD","Submitted","Thu May 18 22:01:54 PDT 2017","Thu May 18 22:17:09 PDT 2017","Fri Jun 02 22:17:09 PDT 2017","","","","915","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A8RDXT4ZILHQT","Answer.positive","I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.","They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.","So be careful out there. You wouldn't want to get hurt. If you did, you'd have to go to the hospital, and it seems like insurance costs are rising sky high lately.","","Oh, and your breaks. Never know when something could go wrong with those. Actually, it's a good idea to get your whole car checked out, and the locks on your doors too.","I mean, the world is a dangerous place, you never know who's out to get you, or how they'll do it. It never hurts to be cautious. It never hurts to be prepared even if 99% of the time everything is just fine. Gotta stay safe, man.","Break open your condoms to make sure there are no microchips in there. Those things will collect your sperm and upload them to the internet to create a race of anatomically correct super digital clone men! I mean, they won't do much, 'cause they'll be stuck online, but it'll be weird."
"3MNJFORX8BPBZONSLOVSQPHF2UJ5FL","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:20 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:20 PDT 2017","","","382M9COHEI1309B5HGOW43KHDMHEU6","A1NIKHUA79SWGD","Submitted","Thu May 18 22:59:10 PDT 2017","Thu May 18 23:06:02 PDT 2017","Fri Jun 02 23:06:02 PDT 2017","","","","412","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A8RDXT4ZILHQT","Answer.rhetorical","I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.","Are you saying something they'd be afraid of?","I guess it doesn't matter. Those things don't work half the time anyway, so they probably aren't listening. You know what else never seems to work half the time? Cellphones these days. Seems like every one I get breaks on me. What kind of phone do you use?","","As long as you're friend isn't threatening their companies, or society or whatever, I think it'll be alright.  That's assuming they're even listening at all. He's probably just being paranoid.","You don't think he's threatening anyone, or plotting a bombing or anything like that right? I guess the NSA or FBI or whoever might be scared of that, even if you're joking. Or if he's talking about switching toa different company or system, or something. Yeah, that sort of thing might make the manufacturer nervous as well.","Unless he's got a bunch of middle school kids tied up in his basement that are screaming to get out, I don't think he has much to worry about. And even if he does, their screams will be so muffled by the time they get to the listening devices, they probably won't even hear!"
"3M67TQBQQH9Z4K8WDYMHO4BQRAPA94","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:21 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:21 PDT 2017","","","33FOTY3KEN78UE0TJ18H3DFHHDS1CM","A2YE2I9DYV9OKW","Submitted","Thu May 18 21:36:24 PDT 2017","Thu May 18 21:46:36 PDT 2017","Fri Jun 02 21:46:36 PDT 2017","","","","612","100% (35/35)","100% (35/35)","100% (2/2)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A5N6QK76RTR7R","Answer.rhetorical","I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.","Who doesn't need a computer as their best friend?","It seems like this is the way things are going, though. Maybe in a few years it will be like cell phones and it will seem weird to NOT have them.","NA","I mean obviously they ARE listening, because otherwise how would they know that you're talking to them? But they're supposed to just ignore it unless it's relevant to what they're programmed to respond to.","It's probably no big deal. But then you hear about how the NSA just has a giant database of intercepted conversations and you start to wonder whether they'd be able to collect what these things hear, too, you know?","It would be convenient for when I need the pod bay doors opened."
"3KWGG5KP6JN24JOOMLMDZL7YRCHCM7","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:21 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:21 PDT 2017","","","3K3R2QNK8CPM5DKO958ACPJ6MPMU9X","APF1EAZT104LQ","Submitted","Thu May 18 21:28:20 PDT 2017","Thu May 18 21:34:16 PDT 2017","Fri Jun 02 21:34:16 PDT 2017","","","","356","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.TalkMore","So many people these days get their news from late night TV rather than from reading the newspaper.","TV news is just a paperless newspaper.","Do you wanna get a pizza?","","I prefer the paper. You can form a better opinion when you're reading it alone.","I can't stand the news on the television. I do not like news anchors.","Yeah, news people are boring."
"3I6NF2WGIGHHDOJNW81A8AHR39J5GK","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:21 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:21 PDT 2017","","","32SCWG5HIIQMVPAUUC64I955O7M6P2","A1NIKHUA79SWGD","Submitted","Thu May 18 21:25:40 PDT 2017","Thu May 18 21:35:31 PDT 2017","Fri Jun 02 21:35:31 PDT 2017","","","","591","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.negative","So many people these days get their news from late night TV rather than from reading the newspaper.","I mean, the paper's great; I love bringing in a wet, soggy stack of news on a rainy day.","Anyway, I don't read the newspaper much. I prefer to read books instead. Sci-fi novels and non-fiction mostly. Are there any specific kinds of books you read?","N/A","The ink is all runny, and you can't even tell what the pictures are of anymore. How am I supposed to enjoy reading a bunch of smudgy blobs?","Though, if I'm being honest, even when it's not wet outside the newspaper isn't my favorite way to read about the news. It's great for local stuff, but everything else you could read online as the story develops. News in newspapers is usually a bit dated, and the news you can get online is free.","Still, it's better than watching those late night talk shows where they go, ""Did you hear about this? The president is a moron. He did a really stupid thing today. Gave away classified information, because he's so dumb. That's the joke. He's an idiot. And I'm explaining it because he's so stupid, he wouldn't understand it otherwise!"", you know? So original. What a great way to get your news."
"31ANT7FQN8NVDKEYGEJSTATSI9W5HJ","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports","$0.25","Thu May 18 21:24:21 PDT 2017","3","BatchId:2808472;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 25 21:24:21 PDT 2017","","","3F1567XTNXRUDKD7SWO52OMHJ4H9Q8","A1NIKHUA79SWGD","Submitted","Thu May 18 21:39:56 PDT 2017","Thu May 18 21:43:42 PDT 2017","Fri Jun 02 21:43:42 PDT 2017","","","","226","0% (0/0)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","A1R3MNDWBBDZ6L","Answer.positive","So many people these days get their news from late night TV rather than from reading the newspaper.","I know! At this rate, the newspaper industry is finished! Mark my words, the paper is done for!","Oh well, I guess industries die and start up all the time. Who knows where they'll end up. If you could end up working in a different industry, what would you like to be doing?","","All those jobs lost. I wonder where all the reporters and newspaper editors will end up. Maybe they'll have to get jobs in TV too?","Of course, it's not just newspapers. The entire paper industry is dying. It's been going for years, little by little. No one wants to read paper books when they can get them electronically on their tablets. And no one wants to buy newspapers when they can read news on Facebook for free. The death of these industries is inevitable.","With all those leftover, unsold newspapers, I'll be able to build myself a paper house, paper clothes, and a giant bonfire to keep myself warm. I'll be set for life! I'll be like a superhero; Paperman. My power is that I selfishly hoard old newspapers and use them for mundane tasks!"
